0.000000000000000000e+00 1.008000000000000000e+03 1.008000000000000000e+03 1.010000000000000000e+03 1.008000000000000000e+03 1.008000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.009000000000000000e+03 1.009000000000000000e+03 1.009000000000000000e+03
1.000000000000000000e+02 1.010000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.009000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.009000000000000000e+03
2.000000000000000000e+02 1.010000000000000000e+03 1.010000000000000000e+03 1.008000000000000000e+03 1.010000000000000000e+03 1.008000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03
3.000000000000000000e+02 1.010000000000000000e+03 1.007000000000000000e+03 1.008000000000000000e+03 1.010000000000000000e+03 1.008000000000000000e+03 1.010000000000000000e+03 1.009000000000000000e+03 1.008000000000000000e+03 1.008000000000000000e+03 1.009000000000000000e+03
4.000000000000000000e+02 1.009000000000000000e+03 1.008000000000000000e+03 1.009000000000000000e+03 1.009000000000000000e+03 1.009000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.008000000000000000e+03 1.009000000000000000e+03 1.010000000000000000e+03
5.000000000000000000e+02 1.009000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.009000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.009000000000000000e+03 1.010000000000000000e+03 1.008000000000000000e+03 1.009000000000000000e+03
6.000000000000000000e+02 1.009000000000000000e+03 1.008000000000000000e+03 1.009000000000000000e+03 1.009000000000000000e+03 1.008000000000000000e+03 1.010000000000000000e+03 1.009000000000000000e+03 1.007000000000000000e+03 1.008000000000000000e+03 1.007000000000000000e+03
7.000000000000000000e+02 1.009000000000000000e+03 1.010000000000000000e+03 1.009000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.009000000000000000e+03 1.010000000000000000e+03 1.008000000000000000e+03 1.010000000000000000e+03 1.008000000000000000e+03
8.000000000000000000e+02 1.008000000000000000e+03 1.009000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.009000000000000000e+03 1.010000000000000000e+03 1.009000000000000000e+03 1.009000000000000000e+03 1.008000000000000000e+03
9.000000000000000000e+02 1.008000000000000000e+03 1.010000000000000000e+03 1.007000000000000000e+03 1.008000000000000000e+03 1.009000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.009000000000000000e+03
1.000000000000000000e+03 1.009000000000000000e+03 1.009000000000000000e+03 1.009000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.009000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03 1.010000000000000000e+03
1.100000000000000000e+03 -8.990000000000000000e+02 -8.960000000000000000e+02 -8.990000000000000000e+02 -8.960000000000000000e+02 -8.990000000000000000e+02 9.900000000000000000e+01 9.900000000000000000e+01 -8.970000000000000000e+02 -8.970000000000000000e+02 -8.970000000000000000e+02
1.200000000000000000e+03 -8.960000000000000000e+02 9.900000000000000000e+01 -8.990000000000000000e+02 -8.960000000000000000e+02 -8.990000000000000000e+02 -8.960000000000000000e+02 -8.960000000000000000e+02 -8.970000000000000000e+02 -8.980000000000000000e+02 9.900000000000000000e+01
1.300000000000000000e+03 -8.960000000000000000e+02 9.900000000000000000e+01 -8.970000000000000000e+02 -8.990000000000000000e+02 -8.960000000000000000e+02 -8.960000000000000000e+02 -8.970000000000000000e+02 -8.960000000000000000e+02 -8.990000000000000000e+02 -8.990000000000000000e+02
1.400000000000000000e+03 -8.960000000000000000e+02 -8.970000000000000000e+02 -8.990000000000000000e+02 -8.970000000000000000e+02 -8.960000000000000000e+02 -8.970000000000000000e+02 9.900000000000000000e+01 -8.970000000000000000e+02 9.900000000000000000e+01 -8.990000000000000000e+02
1.500000000000000000e+03 -8.970000000000000000e+02 9.900000000000000000e+01 -8.990000000000000000e+02 -8.970000000000000000e+02 -8.990000000000000000e+02 -8.970000000000000000e+02 -8.990000000000000000e+02 -8.990000000000000000e+02 -8.960000000000000000e+02 -8.960000000000000000e+02
1.600000000000000000e+03 -8.980000000000000000e+02 -8.960000000000000000e+02 9.900000000000000000e+01 -8.990000000000000000e+02 -8.990000000000000000e+02 -8.960000000000000000e+02 -8.960000000000000000e+02 -8.960000000000000000e+02 -8.970000000000000000e+02 9.900000000000000000e+01
1.700000000000000000e+03 -8.970000000000000000e+02 9.900000000000000000e+01 -8.990000000000000000e+02 -8.970000000000000000e+02 -8.970000000000000000e+02 9.900000000000000000e+01 9.900000000000000000e+01 9.900000000000000000e+01 -8.980000000000000000e+02 -8.970000000000000000e+02
1.800000000000000000e+03 -8.990000000000000000e+02 9.900000000000000000e+01 -8.990000000000000000e+02 -8.970000000000000000e+02 -8.960000000000000000e+02 -8.970000000000000000e+02 -8.970000000000000000e+02 -8.960000000000000000e+02 9.900000000000000000e+01 -8.970000000000000000e+02
1.900000000000000000e+03 9.900000000000000000e+01 -8.980000000000000000e+02 -8.990000000000000000e+02 -8.970000000000000000e+02 9.900000000000000000e+01 -8.970000000000000000e+02 -8.960000000000000000e+02 -8.960000000000000000e+02 9.900000000000000000e+01 -8.970000000000000000e+02
2.000000000000000000e+03 -8.970000000000000000e+02 -8.960000000000000000e+02 -8.990000000000000000e+02 -8.970000000000000000e+02 -8.990000000000000000e+02 -8.960000000000000000e+02 -8.970000000000000000e+02 9.900000000000000000e+01 -8.990000000000000000e+02 9.900000000000000000e+01
2.100000000000000000e+03 9.900000000000000000e+01 9.900000000000000000e+01 -8.970000000000000000e+02 -8.970000000000000000e+02 -8.980000000000000000e+02 -8.960000000000000000e+02 9.900000000000000000e+01 -8.990000000000000000e+02 -8.990000000000000000e+02 9.900000000000000000e+01
2.200000000000000000e+03 -8.980000000000000000e+02 9.900000000000000000e+01 -8.970000000000000000e+02 9.900000000000000000e+01 -8.970000000000000000e+02 -8.970000000000000000e+02 -8.990000000000000000e+02 -8.960000000000000000e+02 -8.960000000000000000e+02 -8.970000000000000000e+02
2.300000000000000000e+03 -8.990000000000000000e+02 9.900000000000000000e+01 -8.990000000000000000e+02 9.900000000000000000e+01 9.900000000000000000e+01 9.900000000000000000e+01 -8.970000000000000000e+02 9.900000000000000000e+01 -8.980000000000000000e+02 -8.960000000000000000e+02
