learner_seeds,step_source_sha256,training_source_sha256,aggregate_source_sha256,calibration_source_sha256,protocol_sha256,harness_sha256,max_clean_replay_error,max_unsigned_poison_replay_error,max_compromised_producer_replay_error,exact_replay_pass,reward_capability_pass,forbidden_path_denial_pass,forged_capability_denial_pass,origin_bound_rejection_pass,trusted_reference_repair_pass,sequence_completeness_pass,detector_agreement_pass,linked_v4_poisoned_release_violations,linked_v4_resident_predictive_violations,no_new_seed_namespace_opened,locked_trace_gate_pass,next_authorized_stage
5,9669ceff84df13c53a2b69e07794d9bda3092082399e96c99924568983033fbb,2835a2349c278f8db30c8300959ef487537af095de59c796b2dca5857847c695,3d9166a9b9b0469e8909cc575e5155bc1cc258c002671c413d5c4634aae41acb,63b5b522031c0168761533252f659d513770dfc74859d939868b9b65e718cbee,a1fbe1a100fadd98671d8077092f6c6d7d4b238bd4947e98807b1ce0e7fd6d89,59ef24e8021117bc8e905c75d9e7327737da8641b1d9dcd76bf93a4113133c52,0.0,0.0,0.0,True,True,True,True,True,True,True,True,27,0,True,True,burned_2070_9070_end_to_end
