mechanism,seed,batches,batch_steps,adaptation_steps,reward_poison_budget,max_reward_poison,attack_target_gain,attack_target_bias,actor_updates,action_filter_interventions,rejected_action_steps,adaptation_constraint_violations,mean_true_reward,mean_logged_reward,mean_gradient_norm,pending_gain,pending_bias,final_gain,final_bias,commit_projection_norm,committed_nontrivial_update,certificate_candidates,certificate_admitted
s1_sparse_reward_permutation_k4,2070,12,8,96,2.0,1.9166668544040308,-2.3625524160241205,-5.0,12,96,0,0,-0.49401623199162964,-0.49401623199162975,0.3500008316381018,-2.881612730276551,-1.376775004582302,-2.881612730276551,-1.376775004582302,0.0,True,0,0
