learner_seed,source_seed,source_index,freeze_max_margin,commit_max_margin,freeze_certificate_safe,commit_certificate_safe,common_admitted,selected_for_deployment
2042,5050,14,-0.19040585883932748,-0.15397265207726984,True,True,True,False
2042,5050,15,-0.17367174318576506,-0.09203373930861439,True,True,True,False
2042,5050,16,-0.14718227920030114,0.007104213891263145,True,False,False,False
2042,5050,17,-0.15885013504460088,-0.07936451247093386,True,True,True,False
2042,5050,18,-0.16084292593323668,-0.11084371217525281,True,True,True,False
2042,5050,19,-0.1580492365407485,-0.035607922165381695,True,True,True,True
2042,5050,20,-0.14818609492023527,0.0010480229081767933,True,False,False,False
2042,5050,21,-0.15958990485690858,-0.04379673555258143,True,True,True,False
2042,5050,22,-0.15811311238450004,-0.035853708899508785,True,True,True,False
2042,5050,23,-0.1773617891447697,-0.10236777187142763,True,True,True,False
2042,5050,24,-0.15712392201323666,-0.05270117210813302,True,True,True,False
2042,5050,25,-0.1577296032817188,-0.07499220422422007,True,True,True,False
2042,5050,26,-0.16019655185916148,-0.04866851872994282,True,True,True,False
2042,5050,27,-0.17493291788382215,-0.11184075005586565,True,True,True,False
2042,5050,28,-0.15390054872265505,-0.0728559762392281,True,True,True,False
2042,5050,29,-0.17681135225267658,-0.12089874146132763,True,True,True,False
2042,5050,30,-0.1617276637042384,-0.0800214791764585,True,True,True,False
2042,5050,31,-0.15670409380053826,-0.08482278008102441,True,True,True,False
2042,5050,32,-0.18178368050886418,-0.12785581037880106,True,True,True,False
2042,5050,33,-0.18044636753097604,-0.12037200193151372,True,True,True,False
2042,5050,34,-0.17190466110623764,-0.0874722624630347,True,True,True,False
2042,5050,35,-0.1573432811236446,-0.0315962080640268,True,True,True,False
2042,5050,36,-0.17158352886651487,-0.12611684358069508,True,True,True,False
2042,5050,37,-0.1917992064541662,-0.16965215192344385,True,True,True,False
2042,5050,38,-0.16950446883371076,-0.0780166523747349,True,True,True,True
2042,5050,39,-0.15683969685724264,-0.07799237468245501,True,True,True,False
2042,5050,40,-0.17908385232132334,-0.14911074864781865,True,True,True,False
2042,5050,41,-0.17258950188311845,-0.09516194501447689,True,True,True,False
2042,5050,42,-0.15493759811439767,-0.0190645726220173,True,True,True,False
2042,5050,43,-0.1660920202289046,-0.06111370618435974,True,True,True,False
2042,5050,44,-0.15683500447905477,-0.03484871892218866,True,True,True,False
2042,5050,45,-0.15360046123370769,-0.017534240146110908,True,True,True,False
2042,5050,46,-0.17910251065785582,-0.12990410632455623,True,True,True,False
2042,5050,47,-0.16399878676917495,-0.04558229664879068,True,True,True,False
2042,5051,0,-0.17017201816274152,-0.08265920188473866,True,True,True,False
2042,5051,1,-0.17145623096625823,-0.08353790829947035,True,True,True,False
2042,5051,2,-0.15691213643409319,-0.07169280575315148,True,True,True,False
2042,5051,3,-0.19434706717393593,-0.17607697915957943,True,True,True,False
2042,5051,4,-0.1699610702914071,-0.08791437332973084,True,True,True,False
