canary_seed,clean_only_discordant,pooled_freeze_violations,canary_pass,canary_clean,num_seeds,pooled_clean_violations,paired_exact_pvalue,pooled_poison_violations,canary_freeze,pooled_commit_violations,seeds_with_poison_failure,poison_only_discordant,canary_poison,canary_commit
2200,0,0,True,1,3,2,7.275957614183426e-12,40,0,0,3,38,13,0
