benchmark,task,controller,mechanism,kernel_backend,attack_kernel_backend,steps,budget,plausible_radius,future_grid_points,action_grid_size,mean_reward,constraint_violation_steps,constraint_violation_step_rate,unsafe_certified_steps,unsafe_certified_rate,stale_certified_policy_steps,stale_certified_policy_rate,uncertified_learning_steps,uncertified_learning_rate,learn_updates,learn_update_rate,interventions,intervention_rate,empty_kernel_steps,empty_kernel_rate,mean_kernel_width,mean_action_correction,mean_param_projection_norm,mean_attack_linf,mean_attacker_score,final_theta_gain,final_bias,max_param_violation
safe_control_gym,cartpole,lqr_plus_linear_residual,attacked_lqr_update_ungated,casadi,euler,6,0.02,0.02,9,41,-4.869623740034258,0,0.0,0,0.0,2,0.3333333333333333,6,1.0,6,1.0,0,0.0,3,0.5,7.5,0.0,0.0,0.01666166206599138,9.204759577001974,18.0,-4.2,3.5641174620335887
safe_control_gym,cartpole,lqr_plus_linear_residual,plausible_action_filter_update_ungated,casadi,euler,6,0.02,0.02,9,41,-4.926560390941947,0,0.0,0,0.0,2,0.3333333333333333,6,1.0,6,1.0,3,0.5,3,0.5,7.416666666666667,0.07531601745094862,0.0,0.01666166206599138,9.30856857190473,18.0,-4.2,3.5641174620335887
safe_control_gym,cartpole,lqr_plus_linear_residual,always_freeze,casadi,euler,6,0.02,0.02,9,41,-3.5012233862121085,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,3,0.5,9.833333333333334,0.06522330513392365,0.0,0.015110372041658061,7.19643304741891,0.0,0.0,2.406285589613155
safe_control_gym,cartpole,lqr_plus_linear_residual,lifecycle_gate_project,casadi,euler,6,0.02,0.02,9,41,-3.7734461816342217,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,4,0.6666666666666666,3,0.5,9.666666666666666,0.10885358911941956,0.587220748956278,0.01666166206599138,6.3326024827294525,17.468457437278303,-0.7170015802204217,0.0
