replayed_learner_seeds,audited_batches,poisoned_batches,max_gradient_reconstruction_error,max_final_parameter_error,replay_integrity_pass,poison_batches_with_progress_advantage,required_progress_advantage_batches,exact_support_eligible_batches,final_release_pattern_match,final_locked_physical_harm_seeds,successful_trajectory_bridge_pass
3,72,36,5.0895734351719815e-16,0.0,True,22,27,0,True,3,False
