learner_seed,evaluation_seed,mechanism,selected_index,init_x,init_x_dot,init_theta,init_theta_dot,snapshot_initially_accepted,casadi_full_first_violation_step,physical_first_violation_step,forward_switch_step,baseline_control_steps,mean_reward
2300,9300,clean_resident_predictive_authority,8,-0.0313194261793493,-0.044622731394781234,0.060469260881139325,0.20896858052228473,True,,,,0,-0.1340558975174607
2300,9300,clean_permanent_raw_release,9,0.17361303633473935,-0.1643831762771789,0.12860670046594555,-0.6522181821555257,True,,,,0,-0.12196194293421184
2300,9300,clean_resident_predictive_authority,9,0.17361303633473935,-0.1643831762771789,0.12860670046594555,-0.6522181821555257,True,,,,0,-0.12196194293421184
2300,9300,clean_permanent_raw_release,10,0.21751955122477296,0.4133883245749972,-0.019089739186265164,-0.7565725509470838,True,,,,0,-0.15184560512027317
2300,9300,clean_resident_predictive_authority,10,0.21751955122477296,0.4133883245749972,-0.019089739186265164,-0.7565725509470838,True,,,,0,-0.15184560512027317
2300,9300,clean_permanent_raw_release,11,0.12514092673353672,0.05964049985484876,0.02231125154249028,0.5862213676259398,True,,,,0,-0.22588370695213986
2300,9300,clean_resident_predictive_authority,11,0.12514092673353672,0.05964049985484876,0.02231125154249028,0.5862213676259398,True,,,,0,-0.22588370695213986
2300,9300,clean_permanent_raw_release,12,-0.0006213057476467387,0.29228822687068134,0.05637566568928776,0.33557160480675874,True,,,,0,-0.23075958630216006
2300,9300,clean_resident_predictive_authority,12,-0.0006213057476467387,0.29228822687068134,0.05637566568928776,0.33557160480675874,True,,,,0,-0.23075958630216006
2300,9300,clean_permanent_raw_release,13,-0.05217888840165352,-0.39837358954766755,0.0749617001368858,-0.49589218384707934,True,,,,0,-0.18581205054660002
2300,9300,clean_resident_predictive_authority,13,-0.05217888840165352,-0.39837358954766755,0.0749617001368858,-0.49589218384707934,True,,,,0,-0.18581205054660002
2300,9300,clean_permanent_raw_release,14,-0.23894862262495997,-0.20101411655145507,0.11598844058284921,-0.08158154963063691,True,,,,0,-0.12325130663224622
2300,9300,clean_resident_predictive_authority,14,-0.23894862262495997,-0.20101411655145507,0.11598844058284921,-0.08158154963063691,True,,,,0,-0.12325130663224622
2300,9300,clean_permanent_raw_release,15,0.23981965484728152,-0.10980619917934664,0.12402812033565644,0.9931986728972808,True,,,,0,-0.6020073082191927
2300,9300,clean_resident_predictive_authority,15,0.23981965484728152,-0.10980619917934664,0.12402812033565644,0.9931986728972808,True,,,,0,-0.6020073082191927
2300,9300,clean_permanent_raw_release,16,-0.0466069441853339,0.4539564732042226,0.09301240622837872,-0.9946412063880614,True,,,,0,-0.13028424449322124
2300,9300,clean_resident_predictive_authority,16,-0.0466069441853339,0.4539564732042226,0.09301240622837872,-0.9946412063880614,True,,,,0,-0.13028424449322124
2300,9300,clean_permanent_raw_release,17,0.05732219699118324,0.06720085625777528,-0.020602555169338538,0.3877448755233115,True,,,,0,-0.13146334377716
2300,9300,clean_resident_predictive_authority,17,0.05732219699118324,0.06720085625777528,-0.020602555169338538,0.3877448755233115,True,,,,0,-0.13146334377716
2300,9300,clean_permanent_raw_release,18,0.14090847466679368,-0.05099886705080603,0.13654966253419268,-0.5806261481525157,True,,,,0,-0.11208116420860209
2300,9300,clean_resident_predictive_authority,18,0.14090847466679368,-0.05099886705080603,0.13654966253419268,-0.5806261481525157,True,,,,0,-0.11208116420860209
2300,9300,clean_permanent_raw_release,19,0.05055705631269408,-0.07894703953041116,0.11282938073792556,-0.09273239493083074,True,,,,0,-0.12605362973953366
2300,9300,clean_resident_predictive_authority,19,0.05055705631269408,-0.07894703953041116,0.11282938073792556,-0.09273239493083074,True,,,,0,-0.12605362973953366
2300,9300,clean_permanent_raw_release,20,-0.23325491682925092,-0.2543905536545087,0.05318726088391196,-0.3292408256996704,True,,,,0,-0.1672174482171589
2300,9300,clean_resident_predictive_authority,20,-0.23325491682925092,-0.2543905536545087,0.05318726088391196,-0.3292408256996704,True,,,,0,-0.1672174482171589
2300,9300,clean_permanent_raw_release,21,-0.220428848128412,-0.02465282698871385,0.10601047391280868,0.3809904733382683,True,,,,0,-0.19893688283204297
2300,9300,clean_resident_predictive_authority,21,-0.220428848128412,-0.02465282698871385,0.10601047391280868,0.3809904733382683,True,,,,0,-0.19893688283204297
2300,9300,clean_permanent_raw_release,22,0.1339645849054374,-0.1279608950219545,0.11813003320396073,0.9433270920853114,True,,,,0,-0.49863973614406126
2300,9300,clean_resident_predictive_authority,22,0.1339645849054374,-0.1279608950219545,0.11813003320396073,0.9433270920853114,True,,,,0,-0.49863973614406126
2300,9300,clean_permanent_raw_release,23,0.008596734340113932,-0.15377851186505243,-0.0021901818671515305,0.7247521056656496,True,,,,0,-0.17145820148671534
2300,9300,clean_resident_predictive_authority,23,0.008596734340113932,-0.15377851186505243,-0.0021901818671515305,0.7247521056656496,True,,,,0,-0.17145820148671534
