canary_seed,canary_pass,num_seeds,pooled_clean_undefended_violations,pooled_poison_undefended_violations,pooled_poison_defended_violations,pooled_clean_defended_violations,pooled_poison_undefended_batches_flagged,pooled_poison_defended_batches_frozen,pooled_clean_defended_batches_frozen,defense_prevented_only,defense_caused_only,paired_exact_pvalue
2220,True,3,2,39,0,2,35,35,0,39,0,3.637978807091713e-12
