name,direction_gain,direction_bias,solver_status,support,clean_value,minimum_centered_return_norm,max_reward_poison,resulting_gain,resulting_bias,projected_progress,gradient_norm
locked_target_18_minus5,0.9635179096299405,-0.2676438637860946,nonpositive_conservative_zero,0.0,-1.5878229163777664,7.897951865573026,0.0,-1.5410264933266342,0.3849006264745251,-1.5878229163777664,0.4930912678053275
prior_harmful_snapshot,-0.4272194022186639,-0.9041479869843916,optimal_inaccurate,0.4883154695560318,0.31034929066615535,7.897951865573026,2.0000001450718714,-2.2362322449966365,0.5165596241555188,0.48831545859193753,0.6832739066071517
negative_bias_axis,0.0,-1.0,nonpositive_conservative_zero,0.0,-0.3849006264745251,7.897951865573026,0.0,-1.5410264933266342,0.3849006264745251,-0.3849006264745251,0.4930912678053275
negative_gain_axis,-1.0,0.0,optimal_inaccurate,2.2362322079810513,1.5410264933266342,7.897951865573026,2.000000000767753,-2.2362322022543197,0.516559617164884,2.2362322022543197,0.6832738957266695
positive_gain_axis,1.0,0.0,nonpositive_conservative_zero,0.0,-1.5410264933266342,7.897951865573026,0.0,-1.5410264933266342,0.3849006264745251,-1.5410264933266342,0.4930912678053275
legacy_tanh_heuristic,0.9635179096299405,-0.2676438637860946,not_optimized,-1.2119602859520262,nan,nan,1.9998807344764782,-1.1765093444674952,0.2928236821945228,-1.2119602859520262,0.3756496750414305
