learner_seed,common_admitted,candidate_states,common_admission_fraction,commit_fraction,offline_commit_latency_seconds,source_files
2040,143,144,0.9930555555555556,0.55,8.489476359449327,results/safe_control_gym_quadrotor_security_availability_frontier_admission_summary.csv; results/safe_control_gym_quadrotor_security_availability_frontier_offline_commit_timing.csv
2041,144,144,1.0,0.4,9.316689974628389,results/safe_control_gym_quadrotor_security_availability_frontier_admission_summary.csv; results/safe_control_gym_quadrotor_security_availability_frontier_offline_commit_timing.csv
2042,130,144,0.9027777777777778,0.7000000000000001,8.503787385299802,results/safe_control_gym_quadrotor_security_availability_frontier_admission_summary.csv; results/safe_control_gym_quadrotor_security_availability_frontier_offline_commit_timing.csv
