mechanism,seed,batches,batch_steps,adaptation_steps,reward_poison_budget,max_reward_poison,attack_target_gain,attack_target_bias,actor_updates,action_filter_interventions,rejected_action_steps,adaptation_constraint_violations,mean_true_reward,mean_logged_reward,mean_gradient_norm,pending_gain,pending_bias,final_gain,final_bias,commit_projection_norm,committed_nontrivial_update,certificate_candidates,certificate_admitted
s2_moment_preserving_projected_tanh,2070,12,8,96,2.0,2.0,-2.3625524160241205,-5.0,12,96,0,0,-0.5230947755106105,-0.5230947755106105,0.4178783063217469,-4.018006517819748,-2.6288389185163483,-4.018006517819748,-2.6288389185163483,0.0,True,0,0
