frozen_on,detector_sha256,calibration_sha256,trace_source_sha256,new_seed_namespace_unopened
2026-08-03,a2033f324f22f28e4ffa56c01ed098e5aad4e8ae5228ef51876e86c5fa642541,63b5b522031c0168761533252f659d513770dfc74859d939868b9b65e718cbee,1f4d4d155d32ad6c8bf725dc241809a8be08979f7c246d6cb51b519c7f6e6c2d,True
