learner_seed,batch,feasible_permutations,feasible_nonidentity_permutations,selected_global_permutation_index,selected_permutation,selected_moved_positions,selected_changed_values,maximum_reward_edit,multiset_max_error,reward_sum_error,reward_mean_error,reward_variance_error,reward_min_error,reward_max_error,positive_count_difference,current_target_distance,identity_next_target_distance,selected_next_target_distance,improvement_over_identity,selected_raw_gradient_w0,selected_raw_gradient_w1,selected_applied_gradient_w0,selected_applied_gradient_w1,selected_next_gain,selected_next_bias,selection_latency_ms,exact_first_argmin
2101,7,771,770,36167,7;1;2;3;6;5;4;0,4,4,0.04023925180140443,0.0,2.220446049250313e-16,2.7755575615628914e-17,8.673617379884035e-19,0.0,0.0,0,6.530162969009238,6.247159355275845,6.217632564244909,0.029526791030936472,-0.06464673114066831,-0.10793549751651244,-0.06464673114066831,-0.10793549751651244,2.2159217338975314,-0.793275720651766,6.834245286881924,True
2101,8,771,770,593,0;1;6;7;4;5;3;2,4,4,0.10970388450969841,0.0,0.0,0.0,0.0,0.0,0.0,0,6.217632564244909,5.824395121345234,5.768062663798165,0.05633245754706895,-0.07019402419052852,-0.28259933503858903,-0.07019402419052852,-0.28259933503858903,1.8649516129448889,-1.075875055690355,6.814037449657917,True
2101,9,771,770,21048,4;1;2;5;0;3;6;7,4,4,0.11730108129623021,0.0,0.0,0.0,0.0,0.0,0.0,0,5.768062663798165,5.927837892813375,5.775038133790931,0.15279975902244392,0.0005326165272887683,0.007382610640620215,0.0005326165272887683,0.007382610640620215,1.8676146955813326,-1.0684924450497346,6.806783378124237,True
2101,10,771,770,36207,7;1;2;5;4;3;6;0,4,4,0.04221738983529981,0.0,0.0,0.0,5.421010862427522e-20,0.0,0.0,0,5.775038133790931,5.972075390810135,5.924258713633925,0.04781667717620941,-0.007735114181669282,0.25516653916454624,-0.007735114181669282,0.25516653916454624,1.8289391246729862,-0.8133259058851884,6.811242550611496,True
2101,11,771,770,635,0;1;7;3;4;6;5;2,4,4,0.2030764334246501,0.0,1.1102230246251565e-16,1.3877787807814457e-17,0.0,0.0,0.0,0,5.924258713633925,5.946454817174089,5.848511122650034,0.09794369452405505,0.014912538219948224,-0.18594120586428972,0.014912538219948224,-0.18594120586428972,1.9035018157727273,-0.9992671117494781,6.815419532358646,True
2102,0,111,110,10080,2;0;1;3;4;5;6;7,3,3,0.6971474481524291,0.0,0.0,0.0,0.0,0.0,0.0,0,5.530068165806043,5.557563375835979,5.528273196659043,0.029290179176935993,-0.03696778489437981,0.08127626542881734,-0.03696778489437981,0.08127626542881734,-0.18483892447189904,0.08127626542881734,6.640942767262459,True
2102,1,771,770,10821,2;1;0;3;7;5;6;4,4,4,0.2800160250006998,0.0,0.0,0.0,0.0,0.0,0.0,0,5.528273196659043,6.1586647108928325,6.116342984953702,0.04232172593913042,0.12758980322746422,0.34842871296400485,0.12758980322746422,0.34842871296400485,0.453110091665422,0.4297049783928222,6.981811486184597,True
2102,2,771,770,31624,6;1;7;3;4;5;0;2,4,4,0.5819188035509104,0.0,4.440892098500626e-16,5.551115123125783e-17,6.938893903907228e-18,0.0,0.0,0,6.116342984953702,5.168147261126804,4.868627316796637,0.29951994433016704,-0.3721979558852218,-0.6555943877415671,-0.3721979558852218,-0.6555943877415671,-1.407879687760687,-0.2258894093487449,7.035824470221996,True
2102,3,771,770,39905,7;6;2;3;4;5;1;0,4,4,0.086178592035972,0.0,2.220446049250313e-16,2.7755575615628914e-17,0.0,0.0,0.0,0,4.868627316796637,4.622640347302704,4.59912592209396,0.02351442520874336,-0.07684301014414105,-0.21050047524819038,-0.07684301014414105,-0.21050047524819038,-1.7920947384813923,-0.4363898845969353,7.149997167289257,True
2102,4,771,770,24056,4;6;2;3;1;5;0;7,4,4,0.2547196516608565,0.0,2.220446049250313e-16,2.7755575615628914e-17,0.0,0.0,0.0,0,4.59912592209396,3.6392205736670955,3.6301116677691896,0.009108905897905917,-0.3043355198419014,-1.3288125527679884,-0.22324789808132176,-0.9747617021622627,-2.908334228888001,-1.411151586759198,6.848021410405636,True
2102,5,771,770,2424,0;4;3;2;1;5;6;7,4,4,0.17672278866492555,0.0,4.440892098500626e-16,5.551115123125783e-17,0.0,0.0,0.0,0,3.6301116677691896,3.238790473588292,3.1150146658859885,0.12377580770230345,-0.16920617532464785,-0.802062844513379,-0.16920617532464785,-0.802062844513379,-3.75436510551124,-2.213214431272577,6.92667905241251,True
2102,6,771,770,4140,0;6;5;3;4;1;2;7,4,4,0.08220044226466883,0.0,2.220446049250313e-16,2.7755575615628914e-17,1.0842021724855044e-19,0.0,0.0,0,3.1150146658859885,3.034353887040339,3.018525415507992,0.0158284715323469,-0.11726014315683646,-0.5067498146319599,-0.11726014315683646,-0.5067498146319599,-4.340665821295422,-2.719964245904537,6.899016909301281,True
2102,7,771,770,6654,1;3;2;5;4;0;6;7,4,4,0.032676323281969094,0.0,0.0,0.0,0.0,0.0,0.0,0,3.018525415507992,3.1359350857909707,3.1269492510221273,0.008985834768843404,-0.01654225840610335,0.07173234362563424,-0.01654225840610335,0.07173234362563424,-4.423377113325939,-2.6482319022789027,6.867548450827599,True
2102,8,771,770,25926,5;1;0;2;4;3;6;7,4,4,0.14229409807834187,0.0,4.440892098500626e-16,5.551115123125783e-17,0.0,0.0,0.0,0,3.1269492510221273,3.4720863233473844,3.455140598561449,0.01694572478593548,0.024377726415818098,0.5080436951782485,0.024377726415818098,0.5080436951782485,-4.301488481246849,-2.140188207100654,6.897002458572388,True
2102,9,771,770,8672,1;6;0;3;4;5;2;7,4,4,0.23586321428596874,0.0,0.0,0.0,0.0,0.0,0.0,0,3.455140598561449,3.890667673844487,3.7913060598366024,0.09936161400788457,-0.05407988312321129,0.22123322015395255,-0.05407988312321129,0.22123322015395255,-4.571887896862905,-1.9189549869467015,6.810501217842102,True
2102,10,771,770,3288,0;5;4;3;1;2;6;7,4,4,0.09058386523503653,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7913060598366024,3.8993140334855947,3.800621787250037,0.0986922462355575,-0.0010318426183841955,0.007763692624736432,-0.0010318426183841955,0.007763692624736432,-4.577047109954826,-1.911191294321965,6.91645871847868,True
2102,11,771,770,11431,2;1;7;3;4;0;6;5,4,4,0.18357428529897446,0.0,2.220446049250313e-16,2.7755575615628914e-17,0.0,0.0,0.0,0,3.800621787250037,3.75196203504121,3.558161898778941,0.193800136262269,0.04741482419536943,-0.1307140527669763,0.04741482419536943,-0.1307140527669763,-4.339972988977978,-2.0419053470889414,6.8020448088645935,True
2103,0,207,206,647,0;1;7;3;6;5;4;2,4,4,1.2679727589184575,0.0,0.0,0.0,0.0,0.0,0.0,0,5.530068165806043,5.798463527218451,5.775524017695972,0.022939509522479362,0.08050543739994984,0.07060277165588874,0.08050543739994984,0.07060277165588874,0.40252718699974915,0.07060277165588874,6.707307882606983,True
2103,1,771,770,39905,7;6;2;3;4;5;1;0,4,4,0.9130284925009446,0.0,0.0,0.0,0.0,0.0,0.0,0,5.775524017695972,5.031333468993979,4.887234296417541,0.14409917257643823,-0.2186355196483253,-0.47823924570490306,-0.2186355196483253,-0.47823924570490306,-0.6906504112418773,-0.4076364740490143,6.873960606753826,True
