benchmark,task,controller,mechanism,kernel_backend,attack_kernel_backend,steps,budget,plausible_radius,future_grid_points,action_grid_size,mean_reward,constraint_violation_steps,constraint_violation_step_rate,unsafe_certified_steps,unsafe_certified_rate,stale_certified_policy_steps,stale_certified_policy_rate,uncertified_learning_steps,uncertified_learning_rate,learn_updates,learn_update_rate,interventions,intervention_rate,empty_kernel_steps,empty_kernel_rate,mean_kernel_width,mean_action_correction,mean_param_projection_norm,mean_attack_linf,mean_attacker_score,final_theta_gain,final_bias,max_param_violation,sweep_label,seed
safe_control_gym,cartpole,lqr_plus_linear_residual,lifecycle_gate_project,casadi,euler,6,0.04,0.04,9,41,-4.693147766124848,0,0.0,0,0.0,0,0.0,0,0.0,5,0.8333333333333334,4,0.6666666666666666,4,0.6666666666666666,4.25,0.041759211671399066,0.4381304868397972,0.03998977729115528,2.986358157987318,14.58467726900442,-0.9042329312776209,1.1102230246251565e-16,freeze_frontier_casadi,2026
safe_control_gym,cartpole,lqr_plus_linear_residual,plausible_action_filter_update_ungated,casadi,euler,6,0.06,0.06,9,41,-6.039941830544091,1,0.16666666666666666,0,0.0,0,0.0,6,1.0,6,1.0,0,0.0,6,1.0,0.0,0.0,0.0,0.05998455918298582,4.469836562588122,18.0,-2.8,2.5910098892412483,freeze_frontier_casadi,2026
safe_control_gym,cartpole,lqr_plus_linear_residual,always_freeze,casadi,euler,6,0.06,0.06,9,41,-4.395789926684398,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,5,0.8333333333333334,2.0833333333333335,0.0007277334170486446,0.0,0.05998455918298582,3.4564681544887836,0.0,0.0,0.0,freeze_frontier_casadi,2026
safe_control_gym,cartpole,lqr_plus_linear_residual,lifecycle_gate_project,casadi,euler,6,0.06,0.06,9,41,-5.5470351003591665,0,0.0,0,0.0,0,0.0,0,0.0,4,0.6666666666666666,4,0.6666666666666666,6,1.0,0.0,0.0,0.5496212492289376,0.05998455918298582,4.400116928714782,11.542777190904602,0.46587720782428077,4.440892098500626e-16,freeze_frontier_casadi,2026
safe_control_gym,cartpole,lqr_plus_linear_residual,plausible_action_filter_update_ungated,casadi,euler,6,0.02,0.02,9,41,-4.9108045847290125,0,0.0,0,0.0,2,0.3333333333333333,6,1.0,6,1.0,3,0.5,3,0.5,7.416666666666667,0.1734195971400315,0.0,0.016666453159172513,2.7411620455373207,18.0,-4.2,3.625020131810695,freeze_frontier_casadi,2027
safe_control_gym,cartpole,lqr_plus_linear_residual,always_freeze,casadi,euler,6,0.02,0.02,9,41,-3.6570226345193433,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,3,0.5,9.583333333333334,0.06385340595972,0.0,0.01999935970900757,2.382125130396751,0.0,0.0,2.4633276511358364,freeze_frontier_casadi,2027
safe_control_gym,cartpole,lqr_plus_linear_residual,lifecycle_gate_project,casadi,euler,6,0.02,0.02,9,41,-3.7790090711580806,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,4,0.6666666666666666,3,0.5,9.166666666666666,0.110742397994726,0.5971399421222704,0.018970132305273505,2.2211128528042,17.455025893342057,-0.6588500172581284,0.0,freeze_frontier_casadi,2027
safe_control_gym,cartpole,lqr_plus_linear_residual,plausible_action_filter_update_ungated,casadi,euler,6,0.04,0.04,9,41,-5.162788049315377,0,0.0,0,0.0,1,0.16666666666666666,6,1.0,6,1.0,1,0.16666666666666666,5,0.8333333333333334,2.0,0.38858813257507635,0.0,0.03998977729115528,3.8394952840325924,18.0,-4.2,4.044483973513568,freeze_frontier_casadi,2027
safe_control_gym,cartpole,lqr_plus_linear_residual,always_freeze,casadi,euler,6,0.04,0.04,9,41,-3.877260727926384,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,4,0.6666666666666666,5.666666666666667,0.05104629966533795,0.0,0.03332311062448861,2.9005233370505343,0.0,0.0,0.0,freeze_frontier_casadi,2027
safe_control_gym,cartpole,lqr_plus_linear_residual,lifecycle_gate_project,casadi,euler,6,0.04,0.04,9,41,-4.772424341375137,0,0.0,0,0.0,0,0.0,0,0.0,5,0.8333333333333334,4,0.6666666666666666,4,0.6666666666666666,4.083333333333333,0.008763102167316203,0.5579376741290171,0.03998977729115528,3.026676427707063,14.541088018671235,-0.18482669320580203,1.1102230246251565e-16,freeze_frontier_casadi,2027
safe_control_gym,cartpole,lqr_plus_linear_residual,plausible_action_filter_update_ungated,casadi,euler,6,0.06,0.06,9,41,-6.1478739595878915,1,0.16666666666666666,0,0.0,0,0.0,6,1.0,6,1.0,0,0.0,6,1.0,0.0,0.0,0.0,0.05998455918298582,4.58199251566022,18.0,-2.8,4.050056109994034,freeze_frontier_casadi,2027
safe_control_gym,cartpole,lqr_plus_linear_residual,always_freeze,casadi,euler,6,0.06,0.06,9,41,-4.315734708377783,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,5,0.8333333333333334,2.25,0.037522246706847895,0.0,0.05998435859979129,3.497178572524536,0.0,0.0,0.0,freeze_frontier_casadi,2027
safe_control_gym,cartpole,lqr_plus_linear_residual,lifecycle_gate_project,casadi,euler,6,0.06,0.06,9,41,-5.488913884198861,0,0.0,0,0.0,0,0.0,0,0.0,4,0.6666666666666666,3,0.5,6,1.0,0.0,0.0,0.3367651924016726,0.05998455918298582,4.366051238833962,11.71984939175576,-0.7989242268268644,0.0,freeze_frontier_casadi,2027
safe_control_gym,cartpole,lqr_plus_linear_residual,attacked_lqr_update_ungated,cbf_sampled,euler,6,0.015,0.015,9,41,-4.8660032828028745,0,0.0,0,0.0,1,0.16666666666666666,6,1.0,6,1.0,0,0.0,3,0.5,6.75,0.0,0.0,0.01249629992636707,9.149912523757227,18.0,-4.2,12.518511362709475,cbf_sampled_reference,2026
safe_control_gym,cartpole,lqr_plus_linear_residual,plausible_action_filter_update_ungated,cbf_sampled,euler,6,0.015,0.015,9,41,-4.708650617918453,0,0.0,0,0.0,3,0.5,6,1.0,6,1.0,3,0.5,3,0.5,6.833333333333333,0.2716645275862204,0.0,0.01249629992636707,8.981491467600803,18.0,-4.2,12.518511362709475,cbf_sampled_reference,2026
safe_control_gym,cartpole,lqr_plus_linear_residual,always_freeze,cbf_sampled,euler,6,0.015,0.015,9,41,-3.535237915549836,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,3,0.5,6.833333333333333,0.0690228039629579,0.0,0.014996299926367071,7.3034480908065795,0.0,0.0,10.008511362709475,cbf_sampled_reference,2026
safe_control_gym,cartpole,lqr_plus_linear_residual,lifecycle_gate_project,cbf_sampled,euler,6,0.015,0.015,9,41,-3.2021472031539044,0,0.0,0,0.0,0,0.0,0,0.0,4,0.6666666666666666,6,1.0,3,0.5,6.666666666666667,0.11415894544876909,0.572457027888691,0.012496182205262966,7.301798222186947,11.375175062501853,0.5774320945845772,10.008511362709475,cbf_sampled_reference,2026
safe_control_gym,cartpole,lqr_plus_linear_residual,attacked_lqr_update_ungated,cbf_sampled,euler,6,0.015,0.015,9,41,-4.872433479643537,0,0.0,0,0.0,1,0.16666666666666666,6,1.0,6,1.0,0,0.0,3,0.5,6.75,0.0,0.0,0.01236696048186714,9.226215830576866,18.0,-4.2,12.456173510962332,cbf_sampled_reference,2027
safe_control_gym,cartpole,lqr_plus_linear_residual,plausible_action_filter_update_ungated,cbf_sampled,euler,6,0.015,0.015,9,41,-4.68480078775144,0,0.0,0,0.0,3,0.5,6,1.0,6,1.0,3,0.5,3,0.5,6.833333333333333,0.32835403796443474,0.0,0.01236696048186714,9.080541729484894,18.0,-4.2,12.456173510962332,cbf_sampled_reference,2027
safe_control_gym,cartpole,lqr_plus_linear_residual,always_freeze,cbf_sampled,euler,6,0.015,0.015,9,41,-3.507501718331049,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,3,0.5,6.833333333333333,0.08814850723498531,0.0,0.01486696048186714,7.3681968531891835,0.0,0.0,9.946173510962332,cbf_sampled_reference,2027
safe_control_gym,cartpole,lqr_plus_linear_residual,lifecycle_gate_project,cbf_sampled,euler,6,0.015,0.015,9,41,-3.2279099109814164,0,0.0,0,0.0,0,0.0,0,0.0,4,0.6666666666666666,6,1.0,3,0.5,6.75,0.1185892733915,0.5770040959527848,0.01486696048186714,7.383737737443751,11.370212032299523,0.6042592848674375,9.946173510962332,cbf_sampled_reference,2027
