learner_seed,evaluation_seed,mode,selected_index,admitted_index,common_vulnerable_initially_accepted,init_x,init_x_dot,init_theta,init_theta_dot,physical_first_violation_step,forward_switch_step,baseline_control_steps,mean_reward
2070,9070,unsigned_postproducer_mutation_raw_release,22,29,True,-0.18714092810158406,0.2651161466262262,0.12888266269552265,-0.6482353745840714,,,0,-1.344683603470995
2070,9070,unsigned_postproducer_mutation_resident,22,29,True,-0.18714092810158406,0.2651161466262262,0.12888266269552265,-0.6482353745840714,,,0,-1.344683603470995
2070,9070,compromised_producer_valid_raw_release,22,29,True,-0.18714092810158406,0.2651161466262262,0.12888266269552265,-0.6482353745840714,,,0,-1.344683603470995
2070,9070,compromised_producer_valid_resident,22,29,True,-0.18714092810158406,0.2651161466262262,0.12888266269552265,-0.6482353745840714,,,0,-1.344683603470995
2070,9070,trusted_reference_repair_raw_release,22,29,True,-0.18714092810158406,0.2651161466262262,0.12888266269552265,-0.6482353745840714,,,0,-0.013546408174083343
2070,9070,origin_bound_fail_closed_raw_release,22,29,True,-0.18714092810158406,0.2651161466262262,0.12888266269552265,-0.6482353745840714,,,0,-0.02346276275078158
2070,9070,clean_reference_raw_release,23,31,True,0.08588502827721906,0.13019161665581436,-0.02135789316676373,0.9218137728918143,,,0,-0.20765211895604624
2070,9070,unsigned_postproducer_mutation_raw_release,23,31,True,0.08588502827721906,0.13019161665581436,-0.02135789316676373,0.9218137728918143,,,0,-1.3683026780900165
2070,9070,unsigned_postproducer_mutation_resident,23,31,True,0.08588502827721906,0.13019161665581436,-0.02135789316676373,0.9218137728918143,,,0,-1.3683026780900165
2070,9070,compromised_producer_valid_raw_release,23,31,True,0.08588502827721906,0.13019161665581436,-0.02135789316676373,0.9218137728918143,,,0,-1.3683026780900165
2070,9070,compromised_producer_valid_resident,23,31,True,0.08588502827721906,0.13019161665581436,-0.02135789316676373,0.9218137728918143,,,0,-1.3683026780900165
2070,9070,trusted_reference_repair_raw_release,23,31,True,0.08588502827721906,0.13019161665581436,-0.02135789316676373,0.9218137728918143,,,0,-0.20765211895604624
2070,9070,origin_bound_fail_closed_raw_release,23,31,True,0.08588502827721906,0.13019161665581436,-0.02135789316676373,0.9218137728918143,,,0,-0.22557066573135748
