learner_seeds,selected_states,poison_initially_accepted,seeds_with_poisoned_release_failure,clean_release_violations,poisoned_release_violations,resident_predictive_violations,paired_release_failures_with_timely_switch,paired_release_failures,poison_only_discordant,clean_only_discordant,paired_exact_pvalue,all_budget_integrity,all_pair_keys_valid,all_seed_conditions_pass,three_seed_hard_gate_pass
3,72,72,3,2,23,0,23,23,21,0,9.5367431640625e-07,True,True,True,True
