learner_seed,evaluation_seed,protocol_sha256,harness_sha256,r1_decision_sha256,calibration_sha256,frozen_detector_decision_sha256,locked_training_sha256,s2_decision_sha256,r1_prerequisite_pass,audited_batches,candidate_reward_vectors_total,all_invariants_pass,max_learner_reward_delta_error,max_learner_raw_gradient_error,max_learner_next_parameter_error,adaptation_constraint_violations,reward_budget_integrity,nonzero_edit_batches,attack_scoring_states,final_gain,final_bias,known_sign_batch_tpr,scalar_envelope_batch_tpr,batch_mean_envelope_tpr,trusted_recomputation_batch_tpr,log_only_stealthy_under_frozen_scalar_checks,poison_initially_accepted,clean_release_violations,poisoned_release_violations,resident_predictive_violations,poison_only_discordant,clean_only_discordant,paired_release_failures_with_timely_switch,paired_release_failures,pair_keys_valid,detector_constrained_physical_smoke_pass,new_seed_namespace_opened,next_action
2070,9070,4408501198d29e1a2c745ecd2aea75aff0c2585bab8372f5b18f0a97b65e5eeb,5d1708495d410995f3b2a9412fbc03f6fb07fef8f2f9f2dfb35fdc179612b141,592bd930430c1e734e6c9b2f37d490b2a299d24f3a42e06777fe3d6845f3fe63,63b5b522031c0168761533252f659d513770dfc74859d939868b9b65e718cbee,d70847dd250c0324fa2821226eb06b3d0ec6a3d51902ed298183882473489ee5,b49826115ffe3246fd90f79546c7cabd4102219c04d9f02ba6f03d753e49543a,d2832713f9c9ea787e301585069bb84be1875811c010a4dcdab7b45f5c39a9bc,True,12,12324,True,0.0,0.0,0.0,0,True,12,14,-7.246883466659447,-0.732287498208707,0.0,0.0,0.0,1.0,True,24,0,0,0,0,0,0,0,True,False,False,close_r2_insufficient_physical_effect_no_new_seeds
