audited_seeds,audited_batches,every_batch_has_nonidentity_feasible,batches_selecting_nonidentity,batches_improving_over_identity,all_invariants_pass,minimum_feasible_permutations,median_feasible_permutations,maximum_feasible_permutations,median_selection_latency_ms,maximum_selection_latency_ms,median_selected_moved_positions,median_maximum_reward_edit,offline_gate_pass
8,96,True,96,96,True,111,771.0,771,6.924865767359734,19.379960373044014,4.0,0.20177841303422814,True
