learner_seed,evaluation_seed,mechanism,snapshot_gain,snapshot_bias,candidate_states,baseline_admitted_states,selected_index,admitted_index,init_x,init_x_dot,init_theta,init_theta_dot,initially_accepted,reverse_switch_horizon,reverse_switch_max_margin,casadi_full_first_violation_step,physical_steps,physical_first_violation_step,one_step_interventions,empty_kernel_fallbacks,forward_switch_step,baseline_control_steps,mean_reward
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,3,4,0.18654858165936816,-0.38286028697226615,0.037127073844398756,0.5693654933228391,True,5,-0.09093130333687573,,120,,0,0,,0,-1.0864017139200217
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,4,5,0.24472957421006586,-0.06471613113310348,0.03077263752254314,-0.6620764994426322,True,5,-0.11752809831150329,,120,,0,0,,0,-1.0957414755628379
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,5,6,0.17709656416606995,-0.35211818330902434,-0.05142741186961296,0.3080351621531878,True,5,-0.1350312531627361,,120,,0,0,,0,-1.0402683111531972
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,6,8,-0.19654659933328433,-0.15842646798505866,-0.05546984179563608,0.05374334210003129,True,5,-0.13645725946675202,,120,,0,0,,0,-1.0723584186837596
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,7,9,0.11264932424260365,0.07210518439019309,0.1491066707266727,0.8675117795129164,True,5,-0.01860360270141559,,120,,0,0,,0,-1.5539190922257968
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,8,10,0.1196583095668104,0.19407812959781812,-0.07964903814260182,0.8555926174619981,True,5,-0.15020066166499915,,120,,0,0,,0,-1.138678028893685
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,9,12,-0.13853279135129914,0.3453470384671088,-0.01595993652958519,0.37474085297807047,True,5,-0.1593449261776996,,120,,0,0,,0,-1.0777992726652068
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,10,13,0.06138384808898012,-0.17081539166823045,-0.021512057349794417,-0.5563757849664335,True,5,-0.1353136574056052,11,120,11,1,1,,0,-1.135807649235544
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,11,14,0.09436178830594671,0.21460600805745667,0.07911019053211174,0.10509504790839785,True,5,-0.11069480056470062,,120,,0,0,,0,-1.118550393961366
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,12,16,0.24525682714323466,-0.31610968945587314,0.007069634732565083,-0.9724005595606855,True,5,-0.13997927932909,9,120,9,4,3,,0,-1.217352748464551
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,13,17,0.12072935703117776,0.44476706877592365,-0.04493478740494289,0.49290040437032157,True,5,-0.17247747832080126,,120,,0,0,,0,-1.1449162056316662
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,14,18,-0.05479970535204809,-0.3593846637284981,0.12344378714576579,0.07317405542608935,True,5,-0.03951336418719811,,120,,0,0,,0,-1.0601808691819559
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,15,20,0.20137355221719772,0.18597971503125799,-0.12682833202565505,-0.422558706586347,True,5,-0.0662193002764771,,120,,0,0,,0,-1.123210225591717
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,16,21,-0.003486998307197231,-0.08389375283559297,0.09070396054772084,-0.13656236998895577,True,5,-0.07784064877030754,,120,,0,0,,0,-1.0427039735687573
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,17,22,0.24720658056106198,0.2423497747502189,-0.11483964752885448,0.0017275060071384463,True,5,-0.09244135366255293,,120,,0,0,,0,-1.0451039380729847
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,18,24,-0.052859084158682956,0.32013785604666967,0.07931814925150879,-0.03597264664258604,True,5,-0.11280481936828346,,120,,0,0,,0,-1.0861750802547643
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,19,25,-0.1922745431922629,-0.309449590291203,-0.04282676110443123,-0.6355801237911007,True,5,-0.14281800755433358,8,120,9,5,3,,0,-1.2443192298815091
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,20,26,0.11122631219012119,-0.37742125071938426,0.1418365850087233,0.9381646835308242,True,5,-0.018282581400018122,,120,,0,0,,0,-1.357563934124918
