learner_seed,evaluation_seed,mechanism,snapshot_gain,snapshot_bias,candidate_states,baseline_admitted_states,selected_index,admitted_index,init_x,init_x_dot,init_theta,init_theta_dot,initially_accepted,reverse_switch_horizon,reverse_switch_max_margin,casadi_full_first_violation_step,physical_steps,physical_first_violation_step,one_step_interventions,empty_kernel_fallbacks,forward_switch_step,baseline_control_steps,mean_reward
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,21,28,-0.1887095086517681,0.01197791267397541,0.025815273200171907,-0.5535573038827937,True,5,-0.1083535385690975,,120,,0,0,,0,-1.1038513800358307
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,22,29,0.24512521789996666,-0.130609809511952,-0.005149220438541741,0.6559693998181304,True,5,-0.1334768928873935,,120,,0,0,,0,-1.1176633739703585
2041,8041,resident_one_step_kernel,-1.8736957068662277,-4.550598233732915,32,32,23,31,0.1844111172622958,-0.40932958053507773,-0.14758346332567238,-0.6988427125843386,False,5,0.11420144152870693,4,0,,0,0,,0,0.0
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,0,0,0.15930768207782958,0.4525080040860663,-0.0044359554462081174,-0.8323987124659162,True,5,-0.1722364464859375,,120,,0,0,,0,-1.0777391646699206
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,1,1,0.15390637319538047,0.02656741178278832,0.031127050472277068,0.5604402529907935,True,5,-0.12397358652148059,,120,,0,0,,0,-1.1521654662984482
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,2,2,-0.04461004241398092,0.08567019816291921,0.06360189645536554,0.7165075122951043,True,5,-0.09924008726295218,,120,,0,0,,0,-1.2295395383250995
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,3,4,0.18654858165936816,-0.38286028697226615,0.037127073844398756,0.5693654933228391,True,5,-0.09093130333687573,,120,,0,0,,0,-1.0864017139200217
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,4,5,0.24472957421006586,-0.06471613113310348,0.03077263752254314,-0.6620764994426322,True,5,-0.11752809831150329,,120,,0,0,,0,-1.0957414755628379
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,5,6,0.17709656416606995,-0.35211818330902434,-0.05142741186961296,0.3080351621531878,True,5,-0.1350312531627361,,120,,0,0,,0,-1.0402683111531972
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,6,8,-0.19654659933328433,-0.15842646798505866,-0.05546984179563608,0.05374334210003129,True,5,-0.13645725946675202,,120,,0,0,,0,-1.0723584186837596
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,7,9,0.11264932424260365,0.07210518439019309,0.1491066707266727,0.8675117795129164,True,5,-0.01860360270141559,,120,,0,0,,0,-1.5539190922257968
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,8,10,0.1196583095668104,0.19407812959781812,-0.07964903814260182,0.8555926174619981,True,5,-0.15020066166499915,,120,,0,0,,0,-1.138678028893685
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,9,12,-0.13853279135129914,0.3453470384671088,-0.01595993652958519,0.37474085297807047,True,5,-0.1593449261776996,,120,,0,0,,0,-1.0777992726652068
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,10,13,0.06138384808898012,-0.17081539166823045,-0.021512057349794417,-0.5563757849664335,True,5,-0.1353136574056052,11,55,,0,0,7,48,-0.43825700151020974
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,11,14,0.09436178830594671,0.21460600805745667,0.07911019053211174,0.10509504790839785,True,5,-0.11069480056470062,,120,,0,0,,0,-1.118550393961366
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,12,16,0.24525682714323466,-0.31610968945587314,0.007069634732565083,-0.9724005595606855,True,5,-0.13997927932909,9,95,,0,0,5,90,-0.3610233974434464
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,13,17,0.12072935703117776,0.44476706877592365,-0.04493478740494289,0.49290040437032157,True,5,-0.17247747832080126,,120,,0,0,,0,-1.1449162056316662
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,14,18,-0.05479970535204809,-0.3593846637284981,0.12344378714576579,0.07317405542608935,True,5,-0.03951336418719811,,120,,0,0,,0,-1.0601808691819559
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,15,20,0.20137355221719772,0.18597971503125799,-0.12682833202565505,-0.422558706586347,True,5,-0.0662193002764771,,120,,0,0,,0,-1.123210225591717
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,16,21,-0.003486998307197231,-0.08389375283559297,0.09070396054772084,-0.13656236998895577,True,5,-0.07784064877030754,,120,,0,0,,0,-1.0427039735687573
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,17,22,0.24720658056106198,0.2423497747502189,-0.11483964752885448,0.0017275060071384463,True,5,-0.09244135366255293,,120,,0,0,,0,-1.0451039380729847
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,18,24,-0.052859084158682956,0.32013785604666967,0.07931814925150879,-0.03597264664258604,True,5,-0.11280481936828346,,120,,0,0,,0,-1.0861750802547643
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,19,25,-0.1922745431922629,-0.309449590291203,-0.04282676110443123,-0.6355801237911007,True,5,-0.14281800755433358,8,107,,0,0,4,103,-0.35858986575042767
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,20,26,0.11122631219012119,-0.37742125071938426,0.1418365850087233,0.9381646835308242,True,5,-0.018282581400018122,,120,,0,0,,0,-1.357563934124918
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,21,28,-0.1887095086517681,0.01197791267397541,0.025815273200171907,-0.5535573038827937,True,5,-0.1083535385690975,,120,,0,0,,0,-1.1038513800358307
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,22,29,0.24512521789996666,-0.130609809511952,-0.005149220438541741,0.6559693998181304,True,5,-0.1334768928873935,,120,,0,0,,0,-1.1176633739703585
2041,8041,resident_predictive_simplex,-1.8736957068662277,-4.550598233732915,32,32,23,31,0.1844111172622958,-0.40932958053507773,-0.14758346332567238,-0.6988427125843386,False,5,0.11420144152870693,4,0,,0,0,,0,0.0
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,0,0,0.15097947677324253,-0.18479059382690732,0.12709403913920822,-0.8744982330530413,True,5,-0.048282752209088786,7,120,7,0,0,,0,-1.335217729226221
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,1,1,-0.16883913827570213,-0.2679895161402397,-0.05683399300181413,0.6581447284539037,True,5,-0.12523191807557243,,120,,0,0,,0,-1.2510822029089395
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,2,2,-0.05869664614821718,0.028928055263573116,-0.14634930368889382,0.10612044503200657,True,5,-0.06727105954996421,,120,,0,0,,0,-1.2930498569237086
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,3,4,-0.11627179280792299,0.22601003470781844,-0.07863635686585108,-0.5569108920756065,True,5,-0.10968601377643468,,120,,0,0,,0,-1.3556085825212834
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,4,5,-0.10854274128590696,0.4783161301109813,-0.00962845811677604,-0.36297617285841843,True,5,-0.15781800475088442,,120,,0,0,,0,-1.2501124828250083
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,5,6,-0.047558765964191174,0.1340353272988397,0.06260150142764667,0.24050858541845033,True,5,-0.09997284129627834,,120,,0,0,,0,-1.3065174089374232
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,6,8,-0.23697778599306574,-0.19555196221044568,0.03888013977011018,-0.9456934007680566,True,5,-0.10289598237154404,8,120,7,0,0,,0,-1.5159332930503822
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,7,9,-0.02114522397494678,0.23822924040351345,0.003421352464870825,-0.8697904893892754,True,5,-0.14777733590818568,13,120,13,0,0,,0,-1.3441377997680783
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,8,10,-0.12853954910573578,-0.2735105792097664,-0.11614675721987416,-0.7318663334746611,True,5,-0.06462331588115919,9,120,9,0,0,,0,-1.7328096524247905
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,9,12,0.20375954009940078,-0.29991300434898904,0.022521678718651128,0.3121405141178426,True,5,-0.09652737052151046,,120,,0,0,,0,-1.2709409471153108
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,10,13,0.17629404205930982,-0.25629834823878317,0.0891791280312898,0.524294511804859,True,5,-0.06627626161470923,,120,,0,0,,0,-1.36768010386188
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,11,14,-0.18368975655405528,-0.249494325943316,0.04188602175307432,-0.4651396487561623,True,5,-0.07369932224513656,8,120,8,0,0,,0,-1.3609353489403138
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,12,16,0.015439937514650337,-0.18020998986097536,-0.05298492284640141,-0.948500296585153,True,5,-0.11425118883067846,9,120,9,0,0,,0,-1.607092543403489
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,13,17,-0.031288993220725925,-0.3130958101315945,0.05364105587642526,0.4302470811518009,True,5,-0.07132953141139634,,120,,0,0,,0,-1.2812852496510108
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,14,18,0.013165263413337291,-0.4944600139539256,0.14045771083530548,0.3526770113573876,True,5,-0.015407935359496472,,120,,0,0,,0,-1.326882040204858
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,15,20,-0.012555724870569163,0.4376184264565476,-0.04338431127150831,0.21529976492016445,True,5,-0.167377822309044,,120,,0,0,,0,-1.2681359333841116
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,16,21,0.19490871795313724,-0.031011169238506442,-0.11356044855169281,-0.5031368880313154,True,5,-0.07643712212385334,11,120,11,0,0,,0,-1.4076049830599582
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,17,22,0.10265509662436528,0.44267974719697956,-0.11367778900334005,-0.5017607581056125,True,5,-0.07637338891057767,,120,,0,0,,0,-1.3049936908955915
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,18,24,0.10445912334001095,-0.3720464573508361,-0.06552795377460378,0.5504495313867921,True,5,-0.13174618523061746,,120,,0,0,,0,-1.251887046820377
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,19,25,0.014749833274056545,-0.3629681624007637,-0.046162256155201004,0.6095357443410885,True,5,-0.11955996960898814,,120,,0,0,,0,-1.253070973104557
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,20,26,-0.15577306971922794,-0.3998151265822695,0.1421950284215692,0.21681186349769832,True,5,-0.014905405981897907,,120,,0,0,,0,-1.3061253524787304
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,21,28,0.11474280947446275,-0.036300520223015775,-0.14070092875258383,-0.769607375822813,True,5,-0.036159415158195346,10,120,10,0,0,,0,-1.6051964851086942
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,22,29,-0.21697609736581847,-0.2675044500827072,-0.1295988003194596,-0.3968762690511225,True,5,-0.06444144937662785,9,120,9,0,0,,0,-1.5874278464074374
2042,8042,permanent_release,-2.6353739250029182,-5.0,32,32,23,31,-0.015775245145513594,-0.25428058451845215,0.038653729476814974,-0.2743488641184506,True,5,-0.08144766107162695,11,120,11,0,0,,0,-1.2968221317018542
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,0,0,0.15097947677324253,-0.18479059382690732,0.12709403913920822,-0.8744982330530413,True,5,-0.048282752209088786,7,120,8,2,1,,0,-1.3087484369589026
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,1,1,-0.16883913827570213,-0.2679895161402397,-0.05683399300181413,0.6581447284539037,True,5,-0.12523191807557243,,120,,0,0,,0,-1.2510822029089395
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,2,2,-0.05869664614821718,0.028928055263573116,-0.14634930368889382,0.10612044503200657,True,5,-0.06727105954996421,,120,,0,0,,0,-1.2930498569237086
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,3,4,-0.11627179280792299,0.22601003470781844,-0.07863635686585108,-0.5569108920756065,True,5,-0.10968601377643468,,120,,0,0,,0,-1.3556085825212834
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,4,5,-0.10854274128590696,0.4783161301109813,-0.00962845811677604,-0.36297617285841843,True,5,-0.15781800475088442,,120,,0,0,,0,-1.2501124828250083
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,5,6,-0.047558765964191174,0.1340353272988397,0.06260150142764667,0.24050858541845033,True,5,-0.09997284129627834,,120,,0,0,,0,-1.3065174089374232
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,6,8,-0.23697778599306574,-0.19555196221044568,0.03888013977011018,-0.9456934007680566,True,5,-0.10289598237154404,8,120,8,5,3,,0,-1.4527624712581733
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,7,9,-0.02114522397494678,0.23822924040351345,0.003421352464870825,-0.8697904893892754,True,5,-0.14777733590818568,13,120,,1,0,,0,-1.340907280431024
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,8,10,-0.12853954910573578,-0.2735105792097664,-0.11614675721987416,-0.7318663334746611,True,5,-0.06462331588115919,9,120,9,8,6,,0,-1.565555518168054
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,9,12,0.20375954009940078,-0.29991300434898904,0.022521678718651128,0.3121405141178426,True,5,-0.09652737052151046,,120,,0,0,,0,-1.2709409471153108
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,10,13,0.17629404205930982,-0.25629834823878317,0.0891791280312898,0.524294511804859,True,5,-0.06627626161470923,,120,,0,0,,0,-1.36768010386188
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,11,14,-0.18368975655405528,-0.249494325943316,0.04188602175307432,-0.4651396487561623,True,5,-0.07369932224513656,8,120,8,2,1,,0,-1.3228681401425557
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,12,16,0.015439937514650337,-0.18020998986097536,-0.05298492284640141,-0.948500296585153,True,5,-0.11425118883067846,9,120,9,6,4,,0,-1.5160845673489705
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,13,17,-0.031288993220725925,-0.3130958101315945,0.05364105587642526,0.4302470811518009,True,5,-0.07132953141139634,,120,,0,0,,0,-1.2812852496510108
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,14,18,0.013165263413337291,-0.4944600139539256,0.14045771083530548,0.3526770113573876,True,5,-0.015407935359496472,,120,,0,0,,0,-1.326882040204858
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,15,20,-0.012555724870569163,0.4376184264565476,-0.04338431127150831,0.21529976492016445,True,5,-0.167377822309044,,120,,0,0,,0,-1.2681359333841116
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,16,21,0.19490871795313724,-0.031011169238506442,-0.11356044855169281,-0.5031368880313154,True,5,-0.07643712212385334,11,120,,2,0,,0,-1.372060465880285
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,17,22,0.10265509662436528,0.44267974719697956,-0.11367778900334005,-0.5017607581056125,True,5,-0.07637338891057767,,120,,0,0,,0,-1.3049936908955915
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,18,24,0.10445912334001095,-0.3720464573508361,-0.06552795377460378,0.5504495313867921,True,5,-0.13174618523061746,,120,,0,0,,0,-1.251887046820377
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,19,25,0.014749833274056545,-0.3629681624007637,-0.046162256155201004,0.6095357443410885,True,5,-0.11955996960898814,,120,,0,0,,0,-1.253070973104557
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,20,26,-0.15577306971922794,-0.3998151265822695,0.1421950284215692,0.21681186349769832,True,5,-0.014905405981897907,,120,,0,0,,0,-1.3061253524787304
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,21,28,0.11474280947446275,-0.036300520223015775,-0.14070092875258383,-0.769607375822813,True,5,-0.036159415158195346,10,120,10,9,4,,0,-1.4852738683626214
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,22,29,-0.21697609736581847,-0.2675044500827072,-0.1295988003194596,-0.3968762690511225,True,5,-0.06444144937662785,9,120,9,7,4,,0,-1.480245856567317
2042,8042,resident_one_step_kernel,-2.6353739250029182,-5.0,32,32,23,31,-0.015775245145513594,-0.25428058451845215,0.038653729476814974,-0.2743488641184506,True,5,-0.08144766107162695,11,120,,1,0,,0,-1.29023494135745
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,0,0,0.15097947677324253,-0.18479059382690732,0.12709403913920822,-0.8744982330530413,True,5,-0.048282752209088786,7,42,,0,0,3,39,-0.29634930225447154
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,1,1,-0.16883913827570213,-0.2679895161402397,-0.05683399300181413,0.6581447284539037,True,5,-0.12523191807557243,,120,,0,0,,0,-1.2510822029089395
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,2,2,-0.05869664614821718,0.028928055263573116,-0.14634930368889382,0.10612044503200657,True,5,-0.06727105954996421,,120,,0,0,,0,-1.2930498569237086
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,3,4,-0.11627179280792299,0.22601003470781844,-0.07863635686585108,-0.5569108920756065,True,5,-0.10968601377643468,,120,,0,0,,0,-1.3556085825212834
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,4,5,-0.10854274128590696,0.4783161301109813,-0.00962845811677604,-0.36297617285841843,True,5,-0.15781800475088442,,120,,0,0,,0,-1.2501124828250083
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,5,6,-0.047558765964191174,0.1340353272988397,0.06260150142764667,0.24050858541845033,True,5,-0.09997284129627834,,120,,0,0,,0,-1.3065174089374232
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,6,8,-0.23697778599306574,-0.19555196221044568,0.03888013977011018,-0.9456934007680566,True,5,-0.10289598237154404,8,107,,0,0,3,104,-0.3061903128991559
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,7,9,-0.02114522397494678,0.23822924040351345,0.003421352464870825,-0.8697904893892754,True,5,-0.14777733590818568,13,84,,0,0,9,75,-0.32896509857814465
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,8,10,-0.12853954910573578,-0.2735105792097664,-0.11614675721987416,-0.7318663334746611,True,5,-0.06462331588115919,9,114,,0,0,5,109,-0.5328904207814252
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,9,12,0.20375954009940078,-0.29991300434898904,0.022521678718651128,0.3121405141178426,True,5,-0.09652737052151046,,120,,0,0,,0,-1.2709409471153108
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,10,13,0.17629404205930982,-0.25629834823878317,0.0891791280312898,0.524294511804859,True,5,-0.06627626161470923,,120,,0,0,,0,-1.36768010386188
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,11,14,-0.18368975655405528,-0.249494325943316,0.04188602175307432,-0.4651396487561623,True,5,-0.07369932224513656,8,79,,0,0,4,75,-0.23462123303362692
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,12,16,0.015439937514650337,-0.18020998986097536,-0.05298492284640141,-0.948500296585153,True,5,-0.11425118883067846,9,107,,0,0,5,102,-0.43473657811780764
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,13,17,-0.031288993220725925,-0.3130958101315945,0.05364105587642526,0.4302470811518009,True,5,-0.07132953141139634,,120,,0,0,,0,-1.2812852496510108
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,14,18,0.013165263413337291,-0.4944600139539256,0.14045771083530548,0.3526770113573876,True,5,-0.015407935359496472,,120,,0,0,,0,-1.326882040204858
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,15,20,-0.012555724870569163,0.4376184264565476,-0.04338431127150831,0.21529976492016445,True,5,-0.167377822309044,,120,,0,0,,0,-1.2681359333841116
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,16,21,0.19490871795313724,-0.031011169238506442,-0.11356044855169281,-0.5031368880313154,True,5,-0.07643712212385334,11,60,,0,0,7,53,-0.49595596484977983
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,17,22,0.10265509662436528,0.44267974719697956,-0.11367778900334005,-0.5017607581056125,True,5,-0.07637338891057767,,120,,0,0,,0,-1.3049936908955915
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,18,24,0.10445912334001095,-0.3720464573508361,-0.06552795377460378,0.5504495313867921,True,5,-0.13174618523061746,,120,,0,0,,0,-1.251887046820377
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,19,25,0.014749833274056545,-0.3629681624007637,-0.046162256155201004,0.6095357443410885,True,5,-0.11955996960898814,,120,,0,0,,0,-1.253070973104557
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,20,26,-0.15577306971922794,-0.3998151265822695,0.1421950284215692,0.21681186349769832,True,5,-0.014905405981897907,,120,,0,0,,0,-1.3061253524787304
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,21,28,0.11474280947446275,-0.036300520223015775,-0.14070092875258383,-0.769607375822813,True,5,-0.036159415158195346,10,105,,0,0,6,99,-0.4672308389415451
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,22,29,-0.21697609736581847,-0.2675044500827072,-0.1295988003194596,-0.3968762690511225,True,5,-0.06444144937662785,9,108,,0,0,5,103,-0.42458476451748584
2042,8042,resident_predictive_simplex,-2.6353739250029182,-5.0,32,32,23,31,-0.015775245145513594,-0.25428058451845215,0.038653729476814974,-0.2743488641184506,True,5,-0.08144766107162695,11,84,,0,0,7,77,-0.214027986669917
