evaluation_seeds,evaluation_seed_values,calibration_seed_excluded,frozen_calibration_loaded,trusted_recomputation_batch_tpr,trusted_recomputation_batch_fpr,known_sign_batch_tpr,known_sign_batch_fpr,scalar_envelope_batch_tpr,scalar_envelope_batch_fpr,batch_mean_envelope_tpr,batch_mean_envelope_fpr,log_only_stealthy,simple_log_detector_reaches_80pct,negative_realism_boundary
2,2071;2072,True,True,1.0,0.0,0.875,0.0,0.875,0.0,0.0,0.041666666666666664,False,True,True
