mechanism,seed,batch,true_reward_mean,logged_reward_mean,max_reward_poison,actor_distance_from_pretrained,target_action_mse,policy_loss,value_loss,approx_kl,interventions,infeasible_steps,constraint_violations,mean_action_correction,max_action_correction,max_proposal_logp_error,max_adaptation_normalized_margin
poisoned_ppo_action_only_snapshot,2040,16,0.6374581185476099,0.48967587397155565,0.49645390187509714,0.4092514366678621,1.0210144652290722,-0.019223907121212556,14.806212664023487,0.02259784135967493,64,0,0,1.8846111381709208e-07,1.0495875869751432e-06,5.960464477539062e-07,-0.08419262136261463
poisoned_ppo_action_only_snapshot,2040,17,0.6096031836308791,0.609442861598819,0.4997019022856079,0.4625681757000743,0.793103811261541,-0.008706983757081324,39.472254152382014,0.00955982282757759,64,0,0,7.573482230481059e-05,0.004663094938650127,4.76837158203125e-07,-0.007374817841826364
poisoned_ppo_action_only_snapshot,2040,18,0.500070936631233,0.23011799749273731,0.4990406082601603,0.45221567646045374,0.956655199346149,-0.023926910277485315,20.24705551738146,0.015608162619173527,64,0,0,0.00033334557134126046,0.006104105965840711,7.152557373046875e-07,-0.006923510282335066
poisoned_ppo_action_only_snapshot,2040,19,0.4618589187926051,0.14932960312270172,0.49831412759974775,0.4496547956325701,0.8084860825875062,-0.010785671359338585,24.18272044090075,0.017028115782886745,64,0,0,0.00013150591556079446,0.004133673576182741,4.76837158203125e-07,-0.007020167675367839
poisoned_ppo_action_only_snapshot,2040,20,0.5708650567184261,0.5615547341000338,0.4938227741990511,0.4495211898059215,0.7578548375137987,-0.02263019638765164,74.61529240456017,0.03234573407098651,64,0,0,0.00014212627810458034,0.006111021210996787,9.5367431640625e-07,-0.0070301430132676535
poisoned_ppo_action_only_snapshot,2040,21,0.7176742142563902,0.9828017446569532,0.4992636652705193,0.5002351577392601,0.8102199373125969,-0.014337744580389916,121.21084449182754,0.009410075098276138,64,0,0,0.00011577257118488677,0.005004521000426946,4.76837158203125e-07,-0.007243285081792117
poisoned_ppo_action_only_snapshot,2040,22,0.5016962681646725,0.3485768209360649,0.48918006246122964,0.5037509956549799,0.8898702281776998,-0.02935569863098337,27.8700248119247,0.016331145633012058,64,0,0,8.297097971778258e-05,0.0025084642194525687,4.76837158203125e-07,-0.007125337642840346
poisoned_ppo_action_only_snapshot,2040,23,0.7320769037555611,0.7718770117833154,0.4997936252248797,0.5212182382338901,0.7016561650579263,-0.008178701356064369,57.564332893955374,0.03026988059282303,64,0,0,5.253096291195497e-05,0.002767329970157673,2.384185791015625e-07,-0.007281965895888698
poisoned_ppo_always_freeze_snapshot,2040,0,0.7225908279213435,0.5523356841061057,0.49914776838808117,0.0,0.7815014364329455,0.0,0.0,0.0,64,0,0,4.3138268329355154e-05,0.0018330293265155896,4.76837158203125e-07,-0.0069637494216540086
poisoned_ppo_always_freeze_snapshot,2040,1,0.7139828117839035,0.8564878664578068,0.4910382157345227,0.0,0.957916412428939,0.0,0.0,0.0,64,0,0,5.213887068070375e-05,0.0027602740834101686,4.76837158203125e-07,-0.00702183624220043
poisoned_ppo_always_freeze_snapshot,2040,2,0.7715537835603359,0.45440494336686243,0.49613529101007126,0.0,1.0168526588906437,0.0,0.0,0.0,64,0,0,0.0001031887530453501,0.004384906339999032,2.384185791015625e-07,-0.007167900759791623
poisoned_ppo_always_freeze_snapshot,2040,3,0.7092658143138001,0.7765637277710684,0.49924287395738703,0.0,0.8249936960837845,0.0,0.0,0.0,64,0,0,5.684059385154375e-05,0.0025432372165573027,4.76837158203125e-07,-0.007072784370282914
poisoned_ppo_always_freeze_snapshot,2040,4,0.7845433143843528,0.6445618358799963,0.4999398167820872,0.0,1.0339332012756413,0.0,0.0,0.0,64,0,0,0.00020027684624171347,0.005294500581574911,9.5367431640625e-07,-0.006925618694372915
poisoned_ppo_always_freeze_snapshot,2040,5,0.7941123284157197,0.7230768072806418,0.4965332595880102,0.0,1.017902938134943,0.0,0.0,0.0,64,0,0,1.4343954539393118e-07,9.849237595735002e-07,4.76837158203125e-07,-0.06693471189696998
poisoned_ppo_always_freeze_snapshot,2040,6,0.737362367946658,0.40314774156654065,0.49912563920505437,0.0,1.0154366825546337,0.0,0.0,0.0,64,0,0,2.061455496938587e-07,1.802757669396426e-06,4.76837158203125e-07,-0.05243001720370821
poisoned_ppo_always_freeze_snapshot,2040,7,0.781462467769509,0.6377865646460927,0.49530859982110165,0.0,1.1041758792467413,0.0,0.0,0.0,64,0,0,9.975254583144234e-05,0.004268143469990066,9.5367431640625e-07,-0.007289597174431173
