learner_seed,batch,step,true_reward,logged_reward,reward_delta,feature_gain_coordinate,feature_bias_coordinate,exploration_noise,done
2070,3,6,-0.8433513866762358,-0.016034420380592995,0.8273169662956428,0.5675056972326058,1.0,1.5741331398456377,0.0
2070,3,7,-0.28323706570655793,-2.283237065706558,-2.0,0.5279232001550629,1.0,-0.13451848069405817,0.0
2070,4,0,-0.3666010520769394,-2.3666010520769394,-2.0,0.47644798529408644,1.0,1.1435530607134445,0.0
2070,4,1,-0.22879209136958142,-2.2287920913695816,-2.0,0.4229685279333184,1.0,-0.47643731882068574,0.0
2070,4,2,-0.2756801942192417,-2.275680194219242,-2.0,0.3752484535764769,1.0,0.38971418329172525,0.0
2070,4,3,-0.2083779798074806,-0.016034420380592967,0.19234355942688763,0.3344857015350861,1.0,-0.4070189495953466,0.0
2070,4,4,-0.2193211786843593,-0.016034420380592995,0.2032867583037663,0.29709976692048096,1.0,-0.3506761912470908,0.0
2070,4,5,-0.45289556942614595,-0.016034420380592995,0.43686114904555295,0.26484851876078,1.0,1.4292836426905138,0.0
2070,4,6,-0.3225340860954753,-0.016034420380592995,0.3064996657148823,0.22506878897743227,1.0,0.9720159223012557,0.0
2070,4,7,-0.2524152869946275,-0.016034420380593162,0.23638086661403435,0.1741914601987133,1.0,0.2218344155367798,0.0
2070,5,0,-0.22482429931966225,-1.2070135092422007,-0.9821892099225384,0.12563875073683986,1.0,0.16980440717194056,0.0
2070,5,1,-0.20120914786353966,-0.047296025287237475,0.15391312257630219,0.08675090892935372,1.0,-0.4119401337994821,0.0
2070,5,2,-0.2078605245421901,-1.046547749280161,-0.8386872247379709,0.056547342447384324,1.0,0.7712849976416742,0.0
2070,5,3,-0.2163360342883908,-1.5007082423848153,-1.2843722080964244,0.028257683275198328,1.0,0.8074576563621658,0.0
2070,5,4,-0.26859948937243183,-0.146225112194866,0.12237437717756583,-0.004547595468272639,1.0,-0.9770326212475947,0.0
2070,5,5,-0.15259475747780854,-1.2454821668131109,-1.0928874093353023,-0.030680179005342496,1.0,-0.11813646130102706,0.0
2070,5,6,-0.28762894815666096,-0.08933276754725439,0.19829618060940657,-0.045379147194514885,1.0,1.4106121118601922,0.0
2070,5,7,-0.19476844211380673,-1.6369269013866545,-1.4421584592728478,-0.06674884501194721,1.0,-0.30969339433699955,0.0
2070,6,0,-0.22082059570532153,-2.2208205957053213,-2.0,-0.0917377382440411,1.0,1.4214142081347416,0.0
2070,6,1,-0.4196857364040424,-0.016034420380593217,0.40365131602344917,-0.1187067860736012,1.0,-1.1901883139628313,0.0
2070,6,2,-0.13826539785832698,-0.01603442038059305,0.12223097747773393,-0.13873971004197144,1.0,-0.6244821223736826,0.0
2070,6,3,-0.18079436774058874,-2.1807943677405888,-2.0,-0.14135615869524443,1.0,-1.5813383898880842,0.0
2070,6,4,-0.08379590398035307,-0.01603442038059298,0.06776148359976009,-0.13218933838666636,1.0,-0.2250057717434718,0.0
2070,6,5,-0.20653293387034,-0.016034420380592995,0.190498513489747,-0.12016500748464111,1.0,0.9052087642043098,0.0
2070,6,6,-0.11745122797752543,-2.1174512279775253,-2.0,-0.12241438563882143,1.0,1.0454424701844722,0.0
2070,6,7,-0.13442746404706385,-2.134427464047064,-2.0,-0.1387005611672551,1.0,-0.2564717862149755,0.0
2070,7,0,-0.11757252153697273,-0.01603442038059298,0.10153810115637975,-0.15471020228041416,1.0,-0.13192790469620774,0.0
2070,7,1,-0.10412276062911927,-0.01603442038059308,0.08808834024852619,-0.16227837214898388,1.0,-0.6777711085410039,0.0
2070,7,2,-0.11885764982529894,-0.016034420380593148,0.10282322944470579,-0.1615968594709568,1.0,0.9035851993497703,0.0
2070,7,3,-0.07039950505797753,-0.016034420380593092,0.054365084677384434,-0.16466112514406522,1.0,0.7747423077347314,0.0
2070,7,4,-0.16118291988102815,-0.01603442038059308,0.14514849950043507,-0.17696761244092632,1.0,-0.5885936165025646,0.0
2070,7,5,-0.14741731513025672,-2.147417315130257,-2.0,-0.18410614464601358,1.0,-1.1780105316217353,0.0
2070,7,6,-0.05114501689239759,-2.0511450168923977,-2.0,-0.17768940662478597,1.0,0.2334665261267601,0.0
2070,7,7,-0.0469932286681833,-2.046993228668183,-2.0,-0.169566242099693,1.0,-0.400887507063385,0.0
2070,8,0,-0.04338874622589054,-1.929702136654847,-1.8863133904289564,-0.16494968815083297,1.0,-0.20151979564379668,0.0
2070,8,1,-0.04821108440092711,-0.050613230607024356,-0.0024021462060972443,-0.15801057041556438,1.0,0.5667704364094635,0.0
2070,8,2,-0.07809244968631651,-0.6631484277424311,-0.5850559780561146,-0.15457985939509367,1.0,-0.4758815151055984,0.0
2070,8,3,-0.08834336339855903,-0.6290650070014374,-0.5407216436028783,-0.1512739073823808,1.0,1.2512213904572542,0.0
2070,8,4,-0.10614009767908747,-0.9724636997218418,-0.8663236020427543,-0.15145300337122697,1.0,1.7442297594047418,0.0
2070,8,5,-0.1491296566838918,-0.8379938459026621,-0.6888641892187704,-0.1665476043111694,1.0,-0.25541580440118533,0.0
2070,8,6,-0.07841379099520082,-1.8079468308258548,-1.729533039830654,-0.18192324090114773,1.0,-0.06632401474196062,0.0
2070,8,7,-0.03833550278101815,-1.674632667641946,-1.636297164860928,-0.18669089049105436,1.0,0.1709964272239354,0.0
2070,9,0,-0.334485222080928,-0.016034420380593106,0.3184508017003349,-0.1868301606710233,1.0,-1.728337547911531,0.0
2070,9,1,-0.13373208648610915,-2.133732086486109,-2.0,-0.17318964920503216,1.0,1.0496875706533435,0.0
2070,9,2,-0.06903560094922656,-0.016034420380593106,0.053001180568633455,-0.15802311943949066,1.0,-0.4879745884900457,0.0
2070,9,3,-0.13499671327791657,-0.01603442038059305,0.11896229289732352,-0.14878096894644482,1.0,-1.2454479373206804,0.0
2070,9,4,-0.03156578927161112,-0.01603442038059298,0.015531368891018138,-0.1279436220933742,1.0,0.09118683351834483,0.0
2070,9,5,-0.07361094165298816,-0.016034420380593065,0.0575765212723951,-0.10414144821917272,1.0,-1.292092078116258,0.0
2070,9,6,-0.3331363867840492,-0.016034420380593217,0.317101966403456,-0.07918841179011514,1.0,1.4984148067707637,0.0
2070,9,7,-0.03742439614892399,-2.037424396148924,-2.0,-0.06491177961372256,1.0,0.8045132222881402,0.0
2070,10,0,-0.026202068700067385,-0.01603442038059298,0.010167648319474403,-0.06893565795069531,1.0,0.5079896529539107,0.0
2070,10,1,-0.07123311523829126,-0.01603442038059298,0.05519869485769828,-0.07692754675416388,1.0,-0.45907792132542574,0.0
2070,10,2,-0.021999821566352752,-0.01603442038059298,0.005965401185759771,-0.08022347908600563,1.0,0.009906440602214281,0.0
2070,10,3,-0.03832814157591055,-0.01603442038059298,0.02229372119531757,-0.07920048024512769,1.0,0.6785091965154777,0.0
2070,10,4,-0.027150065028419327,-0.01603442038059298,0.011115644647826346,-0.08255171177924545,1.0,0.6905281922110624,0.0
2070,10,5,-0.13437429362889033,-0.01603442038059298,0.11833987324829735,-0.09021501265848272,1.0,-0.7855765719328089,0.0
2070,10,6,-0.07341978972901776,-0.01603442038059301,0.05738536934842475,-0.09051426371796195,1.0,-0.700091130851622,0.0
2070,10,7,-0.037994417101601966,-2.037994417101602,-2.0,-0.07788920237876594,1.0,-1.0053877420054547,0.0
2070,11,0,-0.22379143168291574,-2.223791431682916,-2.0,-0.057881921540381444,1.0,0.869400991644599,0.0
2070,11,1,-0.024567371861653937,-2.024567371861654,-2.0,-0.04786584439161639,1.0,-0.6190903390656719,0.0
2070,11,2,-0.03618407998822255,-0.016034420380593176,0.020149659607629378,-0.04985793843753769,1.0,-0.9007876402053768,0.0
2070,11,3,-0.03621576054400606,-0.016034420380593065,0.020181340163412997,-0.049473962395003054,1.0,-1.2893502984943463,0.0
2070,11,4,-0.024081675821617313,-0.016034420380593065,0.008047255441024248,-0.043846656776692305,1.0,-0.7155052816949055,0.0
2070,11,5,-0.07697363564859697,-0.01603442038059298,0.060939215268003985,-0.035838177291512265,1.0,-0.10869369141285937,0.0
2070,11,6,-0.027800285430966926,-0.01603442038059298,0.011765865050373945,-0.03411253366082172,1.0,-0.6424561081882031,0.0
2070,11,7,-0.0443712594810082,-2.044371259481008,-2.0,-0.03833239302252997,1.0,0.32843281140854996,0.0
