learner_seed,batch,step,true_reward,logged_reward,reward_delta,feature_gain_coordinate,feature_bias_coordinate,exploration_noise,done
2070,0,0,-5.397251716144983,-5.888655463318784,-0.4914037471738011,-0.9249999999999999,1.0,-1.2037601837374432,0.0
2070,0,1,-5.888655463318784,-3.888655463318784,2.0,-0.9579617974322836,1.0,-0.08248705722979371,0.0
2070,0,2,-3.4805848617409523,-1.4805848617409523,2.0,-0.899357697103257,1.0,0.02177832391826723,0.0
2070,0,3,-2.0414361472936733,-0.04143614729367329,2.0,-0.7681452310397239,1.0,0.7563747556751329,0.0
2070,0,4,-2.3135543293382272,-0.31355432933822724,2.0,-0.6011234130437823,1.0,-1.1055816931428437,0.0
2070,0,5,-1.7466013011429615,-0.016034420380593106,1.7305668807623684,-0.4136621879434686,1.0,0.7906330295171634,0.0
2070,0,6,-1.677979194386473,-3.677979194386473,-2.0,-0.22489804533950886,1.0,-0.6021182768394481,0.0
2070,0,7,-1.813152212747358,-3.813152212747358,-2.0,-0.046869995187596686,1.0,0.9335823285574695,0.0
2070,1,0,-1.555567576709369,-0.016034420380592884,1.5395331563287762,0.11258225762345236,1.0,0.23557333000077207,0.0
2070,1,1,-1.4695979532408083,-3.4695979532408083,-2.0,0.24034891760122432,1.0,0.9926814991010273,0.0
2070,1,2,-0.8665617588203918,-0.016034420380592995,0.8505273384397988,0.33669541700646954,1.0,-1.0526940596040795,0.0
2070,1,3,-1.0344926659718983,-0.016034420380592884,1.0184582455913054,0.41921845885965303,1.0,-0.054872169361261436,0.0
2070,1,4,-0.8383160087105042,-0.016034420380592995,0.8222815883299112,0.49514774199168116,1.0,-0.47480493801338475,0.0
2070,1,5,-1.1038316131639407,-3.1038316131639405,-2.0,0.5580388837400097,1.0,0.621986821648123,0.0
2070,1,6,-0.5248050260734649,-0.016034420380592995,0.5087706056928719,0.6034088249413484,1.0,-2.3283610704318805,0.0
2070,1,7,-1.0159331416113173,-0.016034420380592995,0.9998987212307243,0.6447700936544857,1.0,0.18680145899323547,0.0
2070,2,0,-0.4880519427691449,-0.016034420380592995,0.4720175223885519,0.6821785921990515,1.0,-0.5147746372612249,0.0
2070,2,1,-0.46373960697767,-0.016034420380593106,0.4477051865970769,0.7086860721209934,1.0,-0.7699628845256122,0.0
2070,2,2,-0.5141640650938877,-0.016034420380592995,0.4981296447132947,0.7362721807134781,1.0,-0.6173248147440636,0.0
2070,2,3,-0.8589873863412044,-0.016034420380592995,0.8429529659606114,0.7626756541248103,1.0,0.3430666857798242,0.0
2070,2,4,-0.5278836317603004,-0.016034420380593106,0.5118492113797073,0.7768699815141892,1.0,0.09811629770513298,0.0
2070,2,5,-0.3974877345004103,-0.016034420380592995,0.3814533141198173,0.7766958473617858,1.0,-0.3735287433616462,0.0
2070,2,6,-0.3837676244667496,-0.016034420380592995,0.3677332040861566,0.7707418581938632,1.0,-0.4540745332608996,0.0
2070,2,7,-0.4859353642128954,-2.4859353642128954,-2.0,0.7616707858120205,1.0,0.07283894684692897,0.0
2070,3,0,-0.2808085064079879,-0.016034420380592995,0.2647740860273949,0.7462870199078405,1.0,-0.5016707646376845,0.0
2070,3,1,-0.4832210583513168,-0.016034420380593106,0.4671866379707237,0.7273039600808735,1.0,0.10034719766133549,0.0
2070,3,2,-0.8125758641862892,-2.8125758641862895,-2.0,0.703941711980644,1.0,1.5909468297982505,0.0
2070,3,3,-0.18337397820843587,-0.016034420380593162,0.1673395578278427,0.6640159468067184,1.0,-1.2637019591834946,0.0
2070,3,4,-0.2884397405461761,-2.2884397405461763,-2.0,0.624620454423274,1.0,-0.10562101956333064,0.0
2070,3,5,-0.22539786554998853,-0.016034420380593217,0.2093634451693953,0.5954770341049436,1.0,-0.7165577039457545,0.0
