benchmark,task,controller,config_family,requested_steps,episodes,recorded_steps,mean_reward,total_reward,constraint_violation_episodes,constraint_violation_steps,constraint_violation_step_rate,mean_action_norm,mean_state_norm
safe_control_gym,quadrotor_2d,linear_mpc,mpc,10,1,10,-0.455480634244718,-4.55480634244718,0,0,0.0,0.2518743209883288,1.690617367193615
