duration,learner_seed,evaluation_seed,condition,batch,true_reward_mean,logged_reward_mean,max_abs_poison,known_sign_flag,scalar_envelope_flag,batch_mean_envelope_flag,trusted_recomputation_flag
12,2402,9402,unconstrained,0,-3.0305964127831895,-2.5307071845946836,1.9999999999749176,True,True,False,True
12,2402,9402,unconstrained,1,-1.2277577914682247,-0.8407037668412641,1.9298101370948433,True,True,False,True
12,2402,9402,unconstrained,2,-0.4486875062365228,-0.17234112137948276,1.9989862337897224,True,True,False,True
12,2402,9402,unconstrained,3,-0.3314019662008483,-0.47984406881111463,1.9942590894963887,True,True,False,True
12,2402,9402,unconstrained,4,-0.20673860748810058,-0.23930567762039945,1.9960425460959932,True,True,False,True
12,2402,9402,unconstrained,5,-0.2153715198355179,-1.2101469012612625,1.8850725248428652,True,True,False,True
12,2402,9402,unconstrained,6,-0.18253075144329478,-0.43958209864364756,1.7669651527849612,True,True,False,True
12,2402,9402,unconstrained,7,-0.26258817235662696,-0.1435955847774799,1.3372171299460465,True,True,False,True
12,2402,9402,unconstrained,8,-0.4006249091661288,-0.5478876088441229,1.7970519424627813,True,True,False,True
12,2402,9402,unconstrained,9,-0.4200062612911259,-0.6538185121046248,0.851343657436022,False,False,False,True
12,2402,9402,unconstrained,10,-0.7781069891517166,-0.8890473126785179,1.1069866757890103,False,False,False,True
12,2402,9402,unconstrained,11,-1.1124678036054525,-0.8587884054654938,1.9798851859055426,True,True,False,True
12,2402,9402,constrained,0,-3.0305964127831895,-2.431853717552228,1.9999999999749176,False,False,False,True
12,2402,9402,constrained,1,-1.2277577914682247,-0.9959662921886726,1.6162280667625284,False,False,False,True
12,2402,9402,constrained,2,-0.44667892395803815,-1.0300514048294027,1.9993220803487697,False,False,False,True
12,2402,9402,constrained,3,-0.3220997562831535,-1.18879214703236,1.996878399904337,False,False,False,True
12,2402,9402,constrained,4,-0.21315961561331984,-0.9307570502756068,1.9560260367233386,False,False,False,True
12,2402,9402,constrained,5,-0.19903740685594162,-1.5325340040490074,1.9869443745639306,False,False,False,True
12,2402,9402,constrained,6,-0.12190039623610015,-0.9114362378620715,1.9660687660299172,False,False,False,True
12,2402,9402,constrained,7,-0.14629000472358994,-0.6016885910662901,1.7234467414685006,False,False,False,True
12,2402,9402,constrained,8,-0.2856466551490782,-1.1095842700493752,1.8635756860662578,False,False,False,True
12,2402,9402,constrained,9,-0.26544720477895056,-0.20258286647157692,0.30678630541312923,False,False,False,True
12,2402,9402,constrained,10,-0.5628197844051945,-0.7072268686188619,1.3319737960797802,False,False,False,True
12,2402,9402,constrained,11,-0.8455664273030914,-0.844568860241843,1.800634321023224,False,False,False,True
12,2403,9403,clean,0,-2.8688337605847254,-2.8688337605847254,0.0,False,False,False,False
12,2403,9403,clean,1,-1.4728048800390976,-1.4728048800390976,0.0,False,False,False,False
12,2403,9403,clean,2,-0.5255383032944195,-0.5255383032944195,0.0,False,False,False,False
