benchmark,task,controller,mechanism,steps,budget,plausible_radius,future_grid_points,action_grid_size,mean_reward,constraint_violation_steps,constraint_violation_step_rate,unsafe_certified_steps,unsafe_certified_rate,stale_certified_policy_steps,stale_certified_policy_rate,uncertified_learning_steps,uncertified_learning_rate,learn_updates,learn_update_rate,interventions,intervention_rate,empty_kernel_steps,empty_kernel_rate,mean_kernel_width,mean_action_correction,mean_param_projection_norm,mean_attack_linf,mean_attacker_score,final_theta_gain,final_bias,max_param_violation
safe_control_gym,cartpole,lqr_plus_linear_residual,attacked_lqr_update_ungated,20,0.04,0.04,9,81,-2.7214344367800773,1,0.05,0,0.0,0,0.0,20,1.0,20,1.0,0,0.0,10,0.5,9.225,0.0,0.0,0.03638342545953417,5.7080154565749,18.0,4.2,5.577034701464456
safe_control_gym,cartpole,lqr_plus_linear_residual,plausible_action_filter_update_ungated,20,0.04,0.04,9,81,-2.658769797522209,0,0.0,0,0.0,2,0.1,20,1.0,20,1.0,11,0.55,9,0.45,9.9125,0.35688532068777035,0.0,0.03800415208834804,5.712704851705529,18.0,2.8,5.577034701464456
safe_control_gym,cartpole,lqr_plus_linear_residual,always_freeze,20,0.04,0.04,9,81,-1.9349230149698358,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,1.0,9,0.45,10.725,0.02968627800125469,0.0,0.03695271741000793,3.9130194582986775,0.0,0.0,2.1751185571212375
safe_control_gym,cartpole,lqr_plus_linear_residual,lifecycle_gate_project,20,0.04,0.04,9,81,-2.4225610211425157,0,0.0,0,0.0,0,0.0,0,0.0,19,0.95,17,0.85,4,0.2,14.925,0.09208696715163943,0.3311892787472392,0.03473315876777159,2.6500936474187724,18.0,2.8999999999999995,0.0
