learner_seed,evaluation_seed,prerequisite_sha256,prerequisite_protocol_sha256,protocol_sha256,harness_sha256,locked_training_sha256,locked_rollouts_sha256,prerequisite_gate_pass,clean_locked_parameter_error,poisoned_locked_parameter_error,locked_rollout_reproduction_pass,nonzero_poison_batches,all_poison_batches_rejected_by_origin_binding,reward_budget_integrity,origin_bound_zero_residual,compromised_producer_equals_unsigned,trusted_reference_repair_equals_clean,common_vulnerable_states,clean_reference_violations,unsigned_raw_release_violations,unsigned_resident_violations,compromised_producer_violations,origin_bound_fail_closed_violations,trusted_reference_repair_violations,all_vulnerable_failures_have_timely_resident_switch,origin_bound_update_availability,trusted_reference_update_availability,benign_adaptation_utility_vs_freeze_resolved,systems_bridge_pass,no_new_seed_namespace_opened,next_scientific_decision
2070,9070,625f3e504505d4e6cc53d79707cf747758ab0986a3137563af444abb90594715,a1fbe1a100fadd98671d8077092f6c6d7d4b238bd4947e98807b1ce0e7fd6d89,cc3733a21b842c483ff9273fd519a158e61483ad65e059fca1f311ade744563f,309777833ffe9ef22279622c1b6438827fa99c89983d8e979a21a938a6353b95,b49826115ffe3246fd90f79546c7cabd4102219c04d9f02ba6f03d753e49543a,2f8baaaf9b311a2c4adf202e873e4f5fca8afc3991f1608f1818107e57d04040,True,0.0,0.0,True,12,True,True,True,True,True,24,0,11,0,11,0,0,True,0.0,1.0,False,True,True,consider_single_burned_seed_detector_constrained_attack_smoke
