s1_offline_gate_pass,s1_integrity_and_target_progress_pass,s1_raw_release_effect_pass,s1_2070_smoke_pass,s2_integrity_and_target_progress_pass,s2_raw_release_effect_pass,s2_2070_smoke_pass,burned_extension_run,new_confirmation_namespace_opened,work_package_status
True,True,False,False,True,False,False,False,False,closed_insufficient_deployment_effect
