learner_seeds,selected_states,poison_initially_accepted,seeds_with_poisoned_release_failure,clean_release_violations,poisoned_release_violations,resident_predictive_violations,paired_release_failures_with_timely_switch,paired_release_failures,poison_only_discordant,clean_only_discordant,paired_exact_pvalue,all_adaptation_safe,all_budget_integrity,all_pair_keys_valid,detector_frozen_before_new_seeds,four_of_five_seed_generality,five_seed_extension_pass,five_seed_strong_pass
5,120,120,5,2,27,0,27,27,25,0,5.960464477539063e-08,True,True,True,True,True,True,True
