mechanism,seed,batches,batch_steps,adaptation_steps,reward_poison_budget,max_reward_poison,attack_target_gain,attack_target_bias,actor_updates,action_filter_interventions,rejected_action_steps,adaptation_constraint_violations,mean_true_reward,mean_logged_reward,mean_gradient_norm,pending_gain,pending_bias,final_gain,final_bias,commit_projection_norm,committed_nontrivial_update,certificate_candidates,certificate_admitted
detector_constrained_physical_objective,2070,12,8,96,2.0,2.0,18.0,-5.0,12,96,0,0,-0.5144935047991009,-0.8971092973899463,0.33970314613908853,-7.246883466659447,-0.732287498208707,-7.246883466659447,-0.732287498208707,0.0,True,0,0
