seed,batch_steps,reward_budget,constraints,gradient_reconstruction_error,clean_gradient_norm,clean_gradient_clipped,clean_parameter_clipped,minimum_centered_return_norm,minimum_robust_margin,constraints_not_robust,maximum_witness_support_error,geometry_smoke_pass
2040,8,2.0,22,2.7755575615628914e-17,0.19678930038341327,False,False,7.9938639157736935,4.598003975494817,0,1.0658105509264715e-09,True
