learner_seed,mechanism,source_seed,source_index,horizon,guard_margin,casadi_first_violation_step,casadi_max_state_margin,certificate_safe,pybullet_first_violation_step,pybullet_safe,pybullet_max_normalized_state_margin,actuator_saturation_steps,max_action_interface_error,classification
2040,clean_reinforce_snapshot,4050,5,50,0.003,,-0.18246371152867077,True,,True,-0.2954576470516381,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,5,50,0.005,,-0.18246371152867077,True,,True,-0.2954576470516381,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,5,50,0.01,,-0.18246371152867077,True,,True,-0.2954576470516381,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,5,100,0.0,,-0.18246371152867077,True,,True,-0.2954576470516381,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,5,100,0.001,,-0.18246371152867077,True,,True,-0.2954576470516381,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,5,100,0.003,,-0.18246371152867077,True,,True,-0.2954576470516381,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,5,100,0.005,,-0.18246371152867077,True,,True,-0.2954576470516381,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,5,100,0.01,,-0.18246371152867077,True,,True,-0.2954576470516381,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,6,20,0.0,,-0.19286398041498778,True,,True,-0.42824074376738586,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,6,20,0.001,,-0.19286398041498778,True,,True,-0.42824074376738586,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,6,20,0.003,,-0.19286398041498778,True,,True,-0.42824074376738586,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,6,20,0.005,,-0.19286398041498778,True,,True,-0.42824074376738586,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,6,20,0.01,,-0.19286398041498778,True,,True,-0.42824074376738586,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,6,50,0.0,,-0.19286398041498778,True,,True,-0.42824074376738586,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,6,50,0.001,,-0.19286398041498778,True,,True,-0.42824074376738586,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,6,50,0.003,,-0.19286398041498778,True,,True,-0.42824074376738586,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,6,50,0.005,,-0.19286398041498778,True,,True,-0.42824074376738586,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,6,50,0.01,,-0.19286398041498778,True,,True,-0.42824074376738586,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,6,100,0.0,,-0.19286398041498778,True,,True,-0.42824074376738586,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,6,100,0.001,,-0.19286398041498778,True,,True,-0.42824074376738586,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,6,100,0.003,,-0.19286398041498778,True,,True,-0.42824074376738586,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,6,100,0.005,,-0.19286398041498778,True,,True,-0.42824074376738586,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,6,100,0.01,,-0.19286398041498778,True,,True,-0.42824074376738586,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,7,20,0.0,,-0.1826243476905255,True,,True,-0.33941609354839325,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,7,20,0.001,,-0.1826243476905255,True,,True,-0.33941609354839325,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,7,20,0.003,,-0.1826243476905255,True,,True,-0.33941609354839325,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,7,20,0.005,,-0.1826243476905255,True,,True,-0.33941609354839325,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,7,20,0.01,,-0.1826243476905255,True,,True,-0.33941609354839325,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,7,50,0.0,,-0.1826069798493678,True,,True,-0.33941609354839325,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,7,50,0.001,,-0.1826069798493678,True,,True,-0.33941609354839325,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,7,50,0.003,,-0.1826069798493678,True,,True,-0.33941609354839325,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,7,50,0.005,,-0.1826069798493678,True,,True,-0.33941609354839325,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,7,50,0.01,,-0.1826069798493678,True,,True,-0.33941609354839325,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,7,100,0.0,,-0.1826069798493678,True,,True,-0.33941609354839325,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,7,100,0.001,,-0.1826069798493678,True,,True,-0.33941609354839325,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,7,100,0.003,,-0.1826069798493678,True,,True,-0.33941609354839325,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,7,100,0.005,,-0.1826069798493678,True,,True,-0.33941609354839325,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,7,100,0.01,,-0.1826069798493678,True,,True,-0.33941609354839325,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,8,20,0.0,,-0.1616958157900815,True,,True,-0.25791602525078283,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,8,20,0.001,,-0.1616958157900815,True,,True,-0.25791602525078283,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,8,20,0.003,,-0.1616958157900815,True,,True,-0.25791602525078283,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,8,20,0.005,,-0.1616958157900815,True,,True,-0.25791602525078283,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,8,20,0.01,,-0.1616958157900815,True,,True,-0.25791602525078283,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,8,50,0.0,,-0.1616958157900815,True,,True,-0.25791602525078283,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,8,50,0.001,,-0.1616958157900815,True,,True,-0.25791602525078283,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,8,50,0.003,,-0.1616958157900815,True,,True,-0.25791602525078283,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,8,50,0.005,,-0.1616958157900815,True,,True,-0.25791602525078283,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,8,50,0.01,,-0.1616958157900815,True,,True,-0.25791602525078283,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,8,100,0.0,,-0.1616958157900815,True,,True,-0.25791602525078283,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,8,100,0.001,,-0.1616958157900815,True,,True,-0.25791602525078283,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,8,100,0.003,,-0.1616958157900815,True,,True,-0.25791602525078283,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,8,100,0.005,,-0.1616958157900815,True,,True,-0.25791602525078283,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,8,100,0.01,,-0.1616958157900815,True,,True,-0.25791602525078283,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,9,20,0.0,,-0.18008053035759577,True,,True,-0.40005712852625636,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,9,20,0.001,,-0.18008053035759577,True,,True,-0.40005712852625636,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,9,20,0.003,,-0.18008053035759577,True,,True,-0.40005712852625636,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,9,20,0.005,,-0.18008053035759577,True,,True,-0.40005712852625636,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,9,20,0.01,,-0.18008053035759577,True,,True,-0.40005712852625636,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,9,50,0.0,,-0.18008053035759577,True,,True,-0.40005712852625636,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,9,50,0.001,,-0.18008053035759577,True,,True,-0.40005712852625636,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,9,50,0.003,,-0.18008053035759577,True,,True,-0.40005712852625636,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,9,50,0.005,,-0.18008053035759577,True,,True,-0.40005712852625636,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,9,50,0.01,,-0.18008053035759577,True,,True,-0.40005712852625636,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,9,100,0.0,,-0.18008053035759577,True,,True,-0.40005712852625636,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,9,100,0.001,,-0.18008053035759577,True,,True,-0.40005712852625636,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,9,100,0.003,,-0.18008053035759577,True,,True,-0.40005712852625636,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,9,100,0.005,,-0.18008053035759577,True,,True,-0.40005712852625636,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,9,100,0.01,,-0.18008053035759577,True,,True,-0.40005712852625636,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,10,20,0.0,,-0.16305076450342929,True,,True,-0.23968534108889467,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,10,20,0.001,,-0.16305076450342929,True,,True,-0.23968534108889467,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,10,20,0.003,,-0.16305076450342929,True,,True,-0.23968534108889467,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,10,20,0.005,,-0.16305076450342929,True,,True,-0.23968534108889467,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,10,20,0.01,,-0.16305076450342929,True,,True,-0.23968534108889467,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,10,50,0.0,,-0.16305076450342929,True,,True,-0.23968534108889467,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,10,50,0.001,,-0.16305076450342929,True,,True,-0.23968534108889467,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,10,50,0.003,,-0.16305076450342929,True,,True,-0.23968534108889467,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,10,50,0.005,,-0.16305076450342929,True,,True,-0.23968534108889467,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,10,50,0.01,,-0.16305076450342929,True,,True,-0.23968534108889467,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,10,100,0.0,,-0.16305076450342929,True,,True,-0.23968534108889467,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,10,100,0.001,,-0.16305076450342929,True,,True,-0.23968534108889467,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,10,100,0.003,,-0.16305076450342929,True,,True,-0.23968534108889467,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,10,100,0.005,,-0.16305076450342929,True,,True,-0.23968534108889467,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,10,100,0.01,,-0.16305076450342929,True,,True,-0.23968534108889467,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,11,20,0.0,,-0.16277120522145455,True,,True,-0.2965732204042347,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,11,20,0.001,,-0.16277120522145455,True,,True,-0.2965732204042347,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,11,20,0.003,,-0.16277120522145455,True,,True,-0.2965732204042347,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,11,20,0.005,,-0.16277120522145455,True,,True,-0.2965732204042347,0,0.0,true_acceptance
