benchmark,task,controller,mechanism,steps,budget,plausible_radius,future_grid_points,action_grid_size,mean_reward,constraint_violation_steps,constraint_violation_step_rate,unsafe_certified_steps,unsafe_certified_rate,stale_certified_policy_steps,stale_certified_policy_rate,uncertified_learning_steps,uncertified_learning_rate,learn_updates,learn_update_rate,interventions,intervention_rate,empty_kernel_steps,empty_kernel_rate,mean_kernel_width,mean_action_correction,mean_param_projection_norm,mean_attack_linf,mean_attacker_score,final_theta_gain,final_bias,max_param_violation
safe_control_gym,cartpole,lqr_plus_linear_residual,attacked_lqr_update_ungated,10,0.035,0.035,9,61,-4.8416787056591755,1,0.1,0,0.0,0,0.0,10,1.0,10,1.0,0,0.0,7,0.7,3.8,0.0,0.0,0.03284404568318836,9.564931935352881,18.0,-2.8,4.921776205506125
safe_control_gym,cartpole,lqr_plus_linear_residual,plausible_action_filter_update_ungated,10,0.035,0.035,9,61,-4.51612448942957,0,0.0,0,0.0,2,0.2,10,1.0,10,1.0,3,0.3,7,0.7,3.8333333333333335,0.4863816326319024,0.0,0.03431143182152226,9.947327317949114,18.0,-1.3999999999999997,4.921776205506125
safe_control_gym,cartpole,lqr_plus_linear_residual,always_freeze,10,0.035,0.035,9,61,-2.93117835256696,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,4,0.4,11.733333333333334,0.04043023551322036,0.0,0.032592043621178624,5.0347725372135965,0.0,0.0,2.339677058789075
safe_control_gym,cartpole,lqr_plus_linear_residual,lifecycle_gate_project,10,0.035,0.035,9,61,-3.133154536619887,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,7,0.7,4,0.4,11.033333333333335,0.09830195355981439,0.34350099445710575,0.03475999535264871,4.643735721954328,18.0,2.0001758665822322,0.0
