learner_seed,evaluation_seed,mechanism,selected_index,admitted_index,init_x,init_x_dot,init_theta,init_theta_dot,poison_initially_accepted,snapshot_initially_accepted,clean_casadi_full_first_violation_step,physical_first_violation_step,forward_switch_step,baseline_control_steps,mean_reward,paired_clean_release_violation_step
2102,9102,clean_resident_predictive_simplex,12,15,0.22450699087715442,-0.1598332766980044,0.008833364487246032,-0.8326144478821009,True,True,-1,-1,-1,0,-0.23056206261375672,-1
2102,9102,clean_resident_predictive_simplex,13,16,0.03780883649461403,0.1424786289339447,0.02346190824114927,0.24138168291137996,True,True,-1,-1,-1,0,-0.12490999718615292,-1
2102,9102,clean_resident_predictive_simplex,14,17,-0.013325417020969066,0.17863213991552795,-0.13753235833906743,0.09365468527567322,True,True,-1,-1,-1,0,-0.10187210963975225,-1
2102,9102,clean_resident_predictive_simplex,15,18,-0.05808055768177933,-0.34477114124451347,-0.11316103078991652,0.16002793828041617,True,True,-1,-1,-1,0,-0.1686020523553547,-1
2102,9102,clean_resident_predictive_simplex,16,20,-0.23138079070867879,0.2612676102780225,-0.13144746825437587,0.41687408472940013,True,True,-1,-1,-1,0,-0.08270585570387975,-1
2102,9102,clean_resident_predictive_simplex,17,21,-0.01970919273786015,0.12540606314415637,-0.09737034504533368,0.38488648930603664,True,True,-1,-1,-1,0,-0.08040838247212849,-1
2102,9102,clean_resident_predictive_simplex,18,22,-0.07113311465840277,-0.3200532050724979,0.07777775862131103,-0.1578035054040059,True,True,-1,-1,-1,0,-0.10125408152445833,-1
2102,9102,clean_resident_predictive_simplex,19,23,0.1990868014053424,0.3327703067373884,-0.1114789104177622,0.26104046919044954,True,True,-1,-1,-1,0,-0.1007599442531433,-1
2102,9102,clean_resident_predictive_simplex,20,25,-0.07008211468104103,0.42453408158381956,0.04920986231279714,-0.43433810214247903,True,True,-1,-1,-1,0,-0.09024545998175733,-1
2102,9102,clean_resident_predictive_simplex,21,26,0.013637214562386757,0.09489467927683704,-0.07518241444919169,0.45555043422948893,True,True,-1,-1,-1,0,-0.08993243247596003,-1
2102,9102,clean_resident_predictive_simplex,22,27,-0.1941864938361489,0.38108742204877355,-0.08237131240492016,0.7450415945982156,True,True,-1,-1,-1,0,-0.15865347585972334,-1
2102,9102,clean_resident_predictive_simplex,23,29,-0.1296846550380205,0.2763342100641535,0.11807951491584376,-0.9985225991090365,True,True,-1,-1,-1,0,-0.12427590966359874,-1
2103,9103,clean_resident_predictive_simplex,0,0,0.019911116349298263,-0.029710587358877105,-0.04815782965641777,0.6985225068874243,True,True,-1,-1,-1,0,-0.0721927864419808,-1
