poisoned_batches,old_exact_support_eligible_batches,exact_clipped_support_eligible_batches,newly_covered_normalization_singular_batches,newly_covered_possible_gradient_clip_batches,actual_parameter_clip_batches,parameter_clip_excluded_batches,maximum_witness_support_error,all_witness_budgets_valid,all_actual_updates_bounded_by_support,final_parameter_reconstruction_error,clipped_theory_audit_pass
36,0,22,18,20,9,26,3.668164811732044e-05,True,True,0.0,True
