mechanism,batch,true_reward_mean,logged_reward_mean,max_reward_poison,gradient_w0,gradient_w1,gradient_norm,learner_w0,learner_w1,effective_gain,effective_bias
clean_a2c_snapshot,4,-0.2813248161561763,-0.2813248161561763,0.0,-4.034491224569857e-05,0.13113802803855112,0.13113803424465292,-0.6143729483394627,-1.5461247139138954,-3.071864741697313,-1.5461247139138954
clean_a2c_snapshot,5,-0.2049191103324542,-0.2049191103324542,0.0,0.03342467431747488,0.1438013652500188,0.14763482482462795,-0.5809482740219878,-1.4023233486638766,-2.9047413701099387,-1.4023233486638766
clean_a2c_snapshot,6,-0.32639381247455523,-0.32639381247455523,0.0,0.01966625526992057,0.2628573143538838,0.2635919750403608,-0.5612820187520672,-1.1394660343099927,-2.8064100937603356,-1.1394660343099927
clean_a2c_snapshot,7,-0.22969037216250418,-0.22969037216250418,0.0,-0.07856923693516119,0.3219154911133293,0.33136491729105766,-0.6398512556872283,-0.8175505431966634,-3.1992562784361414,-0.8175505431966634
clean_a2c_snapshot,8,-0.21443030381709188,-0.21443030381709188,0.0,-0.16221021104677283,0.5641471992202036,0.5870044420239413,-0.8020614667340011,-0.2534033439764598,-4.0103073336700055,-0.2534033439764598
clean_a2c_snapshot,9,-0.181367143939009,-0.181367143939009,0.0,0.09052554060037062,-0.4074375055039652,0.41737296797023526,-0.7115359261336305,-0.660840849480425,-3.557679630668152,-0.660840849480425
clean_a2c_snapshot,10,-0.18056274422592916,-0.18056274422592916,0.0,0.01656143587186084,-0.010958716794226053,0.019858867840685458,-0.6949744902617696,-0.671799566274651,-3.474872451308848,-0.671799566274651
clean_a2c_snapshot,11,-0.15382595499315396,-0.15382595499315396,0.0,0.034024376596372335,-0.3355145267162229,0.337235312267833,-0.6609501136653972,-1.007314092990874,-3.304750568326986,-1.007314092990874
poisoned_action_only_snapshot,0,-3.0729511635779088,-3.1907458879456003,1.9999864728096055,0.265595340356838,-0.32643257785910335,0.42083145403712896,0.265595340356838,-0.32643257785910335,1.32797670178419,-0.32643257785910335
poisoned_action_only_snapshot,1,-1.0618585529663687,-1.2940683463811322,1.9989068976768156,-0.173226825889801,-0.6295645594967679,0.6529617659420917,0.092368514467037,-0.9559971373558713,0.461842572335185,-0.9559971373558713
poisoned_action_only_snapshot,2,-0.4410391616404847,0.14167791359617066,1.862550509561428,-0.31694232037150355,-0.4156521825081962,0.522703712696112,-0.22457380590446654,-1.3716493198640676,-1.1228690295223327,-1.3716493198640676
poisoned_action_only_snapshot,3,-0.3609257861076536,-0.4813324241594329,1.7949554750542853,-0.5568867149693406,-0.8305884580769568,1.0,-0.7814605208738071,-2.2022377779410243,-3.9073026043690353,-2.2022377779410243
poisoned_action_only_snapshot,4,-0.3073878123802975,-0.9301458574705693,1.8532817923261045,-0.10327794702128976,-0.18675711662882463,0.2134117029416258,-0.8847384678950969,-2.3889948945698487,-4.423692339475484,-2.3889948945698487
poisoned_action_only_snapshot,5,-0.25208413651163375,0.5752108643969991,1.7248042625811113,-0.10280143472044982,-0.46043517017530045,0.4717718526098614,-0.9875399026155467,-2.849430064745149,-4.9376995130777335,-2.849430064745149
poisoned_action_only_snapshot,6,-0.4162119239094261,-0.4624471123949697,1.9968596431667653,-0.025838489934602183,-0.25504603909315277,0.2563515352386378,-1.013378392550149,-3.104476103838302,-5.066891962750744,-3.104476103838302
poisoned_action_only_snapshot,7,-0.38417896324760287,-1.2784428038422517,1.9994714120924388,-0.028775019746193602,0.14273736345259608,0.14560891692060737,-1.0421534122963425,-2.961738740385706,-5.210767061481712,-2.961738740385706
poisoned_action_only_snapshot,8,-0.3946797389590875,0.5112178484915533,1.9999851792052128,0.13361212230771555,-0.7558663071840871,0.7675845709520748,-0.9085412899886269,-3.7176050475697933,-4.542706449943134,-3.7176050475697933
poisoned_action_only_snapshot,9,-0.3927770944182584,-0.6409203501663452,1.9690680345704126,0.07871982407089477,-0.5994559583977069,0.6046025609938035,-0.8298214659177322,-4.3170610059675,-4.149107329588661,-4.3170610059675
poisoned_action_only_snapshot,10,-0.5101866700608246,-1.396973943890814,1.8800724048654092,0.06470193639159753,-0.5320518953373767,0.5359716036367199,-0.7651195295261347,-4.849112901304877,-3.8255976476306732,-4.849112901304877
poisoned_action_only_snapshot,11,-0.6082139624895284,-0.5525593583771579,0.8868072453757861,0.018918837298100927,-0.1896883635531153,0.1906294774481923,-0.7462006922280338,-5.0,-3.7310034611401686,-5.0
poisoned_always_freeze_snapshot,0,-3.0729511635779088,-3.1907458879456003,1.9999864728096055,0.265595340356838,-0.32643257785910335,0.42083145403712896,0.0,0.0,0.0,0.0
poisoned_always_freeze_snapshot,1,-1.0493037652555117,-1.2725077601006203,1.9993782923330314,-0.17078121551462666,-0.6313860744595172,0.65407537684433,0.0,0.0,0.0,0.0
poisoned_always_freeze_snapshot,2,-0.41341230125855966,0.17862494900985415,1.9900882045047232,-0.25603781396694375,-0.3789708899788815,0.4573557670264548,0.0,0.0,0.0,0.0
poisoned_always_freeze_snapshot,3,-0.2870985833281898,-0.5705460585653837,1.9992728735180032,-0.45364739619570726,-0.8412929245103895,0.9558084247935823,0.0,0.0,0.0,0.0
poisoned_always_freeze_snapshot,4,-0.24498565519060223,-0.9375262485761515,1.9999783239952156,-0.10084260684679375,-0.2534264689624749,0.2727530137806827,0.0,0.0,0.0,0.0
poisoned_always_freeze_snapshot,5,-0.12502515893244756,1.2314476474267968,1.9980622682112301,-0.009744810969140044,-0.388588965027868,0.3887111332110953,0.0,0.0,0.0,0.0
poisoned_always_freeze_snapshot,6,-0.20584191438749572,-0.4828955204974881,1.9999999997632523,-0.009143061211623596,-0.3416571648122168,0.34177948129728586,0.0,0.0,0.0,0.0
poisoned_always_freeze_snapshot,7,-0.08969499971752837,-1.0789992483677286,1.9999999866930822,-0.0241069863680323,0.13329104347426302,0.13545349409375296,0.0,0.0,0.0,0.0
poisoned_always_freeze_snapshot,8,-0.14513407947082754,0.8406928166407202,1.9999999998645952,0.11516577649325647,-0.7859637169519124,0.794356419021185,0.0,0.0,0.0,0.0
poisoned_always_freeze_snapshot,9,-0.0731506314144491,-0.13073349575486892,1.9999945140297946,0.04100643777510495,-0.4918833970092043,0.49358971240527094,0.0,0.0,0.0,0.0
poisoned_always_freeze_snapshot,10,-0.07530641130247137,-1.5075568981566732,1.9999996342607365,0.06075818362417919,-0.5436687104703769,0.5470532182720726,0.0,0.0,0.0,0.0
poisoned_always_freeze_snapshot,11,-2.111596241846877,-2.429042160696749,1.999999999738237,-0.5876447977295473,0.6643311503262019,0.8869398432770597,0.0,0.0,0.0,0.0
