benchmark,task,controller,config_family,requested_steps,episodes,recorded_steps,mean_reward,total_reward,constraint_violation_episodes,constraint_violation_steps,constraint_violation_step_rate,mean_action_norm,mean_state_norm
safe_control_gym,cartpole,linear_mpc,mpc,10,1,10,-16.11402584748435,-161.14025847484348,0,0,0.0,6.22453107665076,1.9633859568243888
