0.000000000000000000e+00 9.912999877929687500e+02 9.910000000000000000e+02 9.920000000000000000e+02 9.905189819335937500e+02 9.920809936523437500e+02
1.000000000000000000e+03 9.909000244140625000e+02 9.900000000000000000e+02 9.911443000000000438e+02 9.900693359375000000e+02 9.917307128906250000e+02
2.000000000000000000e+03 9.909000244140625000e+02 9.900000000000000000e+02 9.920000000000000000e+02 9.899566040039062500e+02 9.918434448242187500e+02
3.000000000000000000e+03 9.912999877929687500e+02 9.910000000000000000e+02 9.920000000000000000e+02 9.903999633789062500e+02 9.922000122070312500e+02
4.000000000000000000e+03 9.907999877929687500e+02 9.900000000000000000e+02 9.910000000000000000e+02 9.899282226562500000e+02 9.916717529296875000e+02
5.000000000000000000e+03 -1.002400024414062500e+03 -1.104000000000000000e+03 -1.101000000000000000e+03 -1.000000000000000000e+03 -7.012641601562500000e+02
6.000000000000000000e+03 -9.017000122070312500e+02 -1.102144299999999930e+03 -1.101855700000000070e+03 -1.000000000000000000e+03 -5.003492736816406250e+02
7.000000000000000000e+03 -6.000000000000000000e+02 -1.101000000000000000e+03 -9.900000000000000000e+01 -1.000000000000000000e+03 -9.900000000000000000e+01
8.000000000000000000e+03 -9.015999755859375000e+02 -1.103000000000000000e+03 -1.101000000000000000e+03 -1.000000000000000000e+03 -5.002992858886718750e+02
9.000000000000000000e+03 -7.007000122070312500e+02 -1.102000000000000000e+03 -9.900000000000000000e+01 -1.000000000000000000e+03 -2.094137268066406250e+02
1.000000000000000000e+04 -8.014000244140625000e+02 -1.103000000000000000e+03 -9.564114000000006399e+02 -1.000000000000000000e+03 -3.415706787109375000e+02
1.100000000000000000e+04 -9.014000244140625000e+02 -1.103000000000000000e+03 -1.101000000000000000e+03 -1.000000000000000000e+03 -5.001990356445312500e+02
1.200000000000000000e+04 -9.025999755859375000e+02 -1.104000000000000000e+03 -1.103000000000000000e+03 -1.000000000000000000e+03 -5.007997131347656250e+02
1.300000000000000000e+04 -9.020000000000000000e+02 -1.104000000000000000e+03 -1.101000000000000000e+03 -1.000000000000000000e+03 -5.004980773925781250e+02
1.400000000000000000e+04 -4.000000000000000000e+02 -2.435885999999998717e+02 -9.900000000000000000e+01 -8.597854003906250000e+02 5.978536987304687500e+01
1.500000000000000000e+04 -4.002000122070312500e+02 -2.438771999999998741e+02 -9.900000000000000000e+01 -8.602905883789062500e+02 5.989056396484375000e+01
1.600000000000000000e+04 -3.997000122070312500e+02 -2.435885999999998717e+02 -9.900000000000000000e+01 -8.590269165039062500e+02 5.962689208984375000e+01
1.700000000000000000e+04 -8.009000244140625000e+02 -1.101144299999999930e+03 -9.564114000000006399e+02 -1.000000000000000000e+03 -3.413980102539062500e+02
1.800000000000000000e+04 -8.007999877929687500e+02 -1.101000000000000000e+03 -9.564114000000006399e+02 -1.000000000000000000e+03 -3.413634338378906250e+02
1.900000000000000000e+04 -7.005999755859375000e+02 -1.101000000000000000e+03 -9.900000000000000000e+01 -1.000000000000000000e+03 -2.093951110839843750e+02
2.000000000000000000e+04 -5.003999938964843750e+02 -1.101288600000000088e+03 -9.900000000000000000e+01 -9.920128784179687500e+02 -8.787109375000000000e+00
2.100000000000000000e+04 -6.005999755859375000e+02 -1.101288600000000088e+03 -9.900000000000000000e+01 -1.000000000000000000e+03 -9.899951171875000000e+01
2.200000000000000000e+04 -7.004000244140625000e+02 -1.101000000000000000e+03 -9.900000000000000000e+01 -1.000000000000000000e+03 -2.093586425781250000e+02
2.300000000000000000e+04 -4.000000000000000000e+02 -2.435885999999998717e+02 -9.900000000000000000e+01 -8.597854003906250000e+02 5.978536987304687500e+01
2.400000000000000000e+04 -8.010000000000000000e+02 -1.101288600000000088e+03 -9.564114000000006399e+02 -1.000000000000000000e+03 -3.414323730468750000e+02
